#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact our synPRO team oc-synpro@ise.fraunhofer.de
#timestep_sec: 900
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20210101;143000;1609507800;432.773
20210101;144500;1609508700;595.238
20210101;150000;1609509600;536.5
20210101;151500;1609510500;242.562
20210101;153000;1609511400;321.331
20210101;154500;1609512300;1677.271
20210101;160000;1609513200;762.505
20210101;161500;1609514100;425.023
20210101;163000;1609515000;287.308
20210101;164500;1609515900;287.298
20210101;170000;1609516800;469.359
20210101;171500;1609517700;1408.175
20210101;173000;1609518600;898.994
20210101;174500;1609519500;486.71
20210101;180000;1609520400;412.008
20210101;181500;1609521300;532.894
20210101;183000;1609522200;538.01
20210101;184500;1609523100;515.305
20210101;190000;1609524000;1322.377
20210101;191500;1609524900;1677.443
20210101;193000;1609525800;697.574
20210101;194500;1609526700;443.482
20210101;200000;1609527600;613.129
20210101;201500;1609528500;503.655
20210101;203000;1609529400;507.13
20210101;204500;1609530300;443.725
20210101;210000;1609531200;561.411
20210101;211500;1609532100;588.44
20210101;213000;1609533000;431.014
20210101;214500;1609533900;306.962
20210101;220000;1609534800;388.888
20210101;221500;1609535700;445.87
20210101;223000;1609536600;562.341
20210101;224500;1609537500;449.247
20210101;230000;1609538400;588.959
20210101;231500;1609539300;458.215
20210101;233000;1609540200;486.469
20210101;234500;1609541100;571.416
20210102;000000;1609542000;338.17
20210102;001500;1609542900;286.536
20210102;003000;1609543800;285.174
20210102;004500;1609544700;431.3
20210102;010000;1609545600;213.541
20210102;011500;1609546500;166.605
20210102;013000;1609547400;166.611
20210102;014500;1609548300;354.308
20210102;020000;1609549200;293.673
20210102;021500;1609550100;166.316
20210102;023000;1609551000;166.392
20210102;024500;1609551900;234.517
20210102;030000;1609552800;407.828
20210102;031500;1609553700;188.641
20210102;033000;1609554600;165.973
20210102;034500;1609555500;165.962
20210102;040000;1609556400;460.888
20210102;041500;1609557300;194.327
20210102;043000;1609558200;165.793
20210102;044500;1609559100;315.323
20210102;050000;1609560000;240.345
20210102;051500;1609560900;278.951
20210102;053000;1609561800;165.766
20210102;054500;1609562700;298.702
20210102;060000;1609563600;1507.065
20210102;061500;1609564500;434.827
20210102;063000;1609565400;388.242
20210102;064500;1609566300;417.352
20210102;070000;1609567200;370.457
20210102;071500;1609568100;471.743
20210102;073000;1609569000;445.684
20210102;074500;1609569900;356.003
20210102;080000;1609570800;381.133
20210102;081500;1609571700;2024.981
20210102;083000;1609572600;1228.971
20210102;084500;1609573500;385.484
20210102;090000;1609574400;284.871
20210102;091500;1609575300;284.776
20210102;093000;1609576200;328.046
20210102;094500;1609577100;416.739
20210102;100000;1609578000;164.842
20210102;101500;1609578900;204.921
20210102;103000;1609579800;319.73
20210102;104500;1609580700;1286.704
20210102;110000;1609581600;1279.639
20210102;111500;1609582500;921.657
20210102;113000;1609583400;433.375
20210102;114500;1609584300;237.279
20210102;120000;1609585200;394.912
20210102;121500;1609586100;179.038
20210102;123000;1609587000;164.572
20210102;124500;1609587900;164.531
20210102;130000;1609588800;432.465
20210102;131500;1609589700;210.698
20210102;133000;1609590600;171.024
20210102;134500;1609591500;164.047
20210102;140000;1609592400;332.207
20210102;141500;1609593300;449.694
20210102;143000;1609594200;402.935
20210102;144500;1609595100;395.029
20210102;150000;1609596000;400.103
20210102;151500;1609596900;445.41
20210102;153000;1609597800;191.688
20210102;154500;1609598700;410.685
20210102;160000;1609599600;391.507
20210102;161500;1609600500;790.28
20210102;163000;1609601400;676.135
20210102;164500;1609602300;648.691
20210102;170000;1609603200;656.194
20210102;171500;1609604100;667.917
20210102;173000;1609605000;1848.671
20210102;174500;1609605900;1595.228
20210102;180000;1609606800;1203.577
20210102;181500;1609607700;640.748
20210102;183000;1609608600;502.698
20210102;184500;1609609500;543.802
20210102;190000;1609610400;576.023
20210102;191500;1609611300;472.665
20210102;193000;1609612200;590.251
20210102;194500;1609613100;426.034
20210102;200000;1609614000;455.355
20210102;201500;1609614900;646.92
20210102;203000;1609615800;731.442
20210102;204500;1609616700;837.697
20210102;210000;1609617600;787.887
20210102;211500;1609618500;958.801
20210102;213000;1609619400;693.114
20210102;214500;1609620300;501.564
20210102;220000;1609621200;542.396
20210102;221500;1609622100;401.932
20210102;223000;1609623000;515.124
20210102;224500;1609623900;641.568
20210102;230000;1609624800;647.136
20210102;231500;1609625700;553.807
20210102;233000;1609626600;504.778
20210102;234500;1609627500;607.018
20210103;000000;1609628400;568.651
20210103;001500;1609629300;542.902
20210103;003000;1609630200;305.862
20210103;004500;1609631100;327.096
20210103;010000;1609632000;458.995
20210103;011500;1609632900;454.288
20210103;013000;1609633800;309.537
20210103;014500;1609634700;298.462
20210103;020000;1609635600;430.148
20210103;021500;1609636500;470.013
20210103;023000;1609637400;199.902
20210103;024500;1609638300;163.448
20210103;030000;1609639200;255.52
20210103;031500;1609640100;279.421
20210103;033000;1609641000;278.771
20210103;034500;1609641900;285.585
20210103;040000;1609642800;190.679
20210103;041500;1609643700;163.331
20210103;043000;1609644600;310.074
20210103;044500;1609645500;332.278
20210103;050000;1609646400;173.154
20210103;051500;1609647300;164.46
20210103;053000;1609648200;1321.12
20210103;054500;1609649100;1411.361
20210103;060000;1609650000;749.244
20210103;061500;1609650900;290.71
20210103;063000;1609651800;376.583
20210103;064500;1609652700;663.706
20210103;070000;1609653600;384.486
20210103;071500;1609654500;308.401
20210103;073000;1609655400;294.89
20210103;074500;1609656300;473.492
20210103;080000;1609657200;430.35
20210103;081500;1609658100;284.256
20210103;083000;1609659000;284.224
20210103;084500;1609659900;410.004
20210103;090000;1609660800;403.997
20210103;091500;1609661700;360.451
20210103;093000;1609662600;284.367
20210103;094500;1609663500;370.526
20210103;100000;1609664400;323.33
20210103;101500;1609665300;462.573
20210103;103000;1609666200;293.231
20210103;104500;1609667100;448.077
20210103;110000;1609668000;597.191
20210103;111500;1609668900;610.936
20210103;113000;1609669800;478.195
20210103;114500;1609670700;441.123
20210103;120000;1609671600;839.268
20210103;121500;1609672500;998.959
20210103;123000;1609673400;954.093
20210103;124500;1609674300;884.094
20210103;130000;1609675200;523.037
20210103;131500;1609676100;285.298
20210103;133000;1609677000;321.055
20210103;134500;1609677900;194.636
20210103;140000;1609678800;164.822
20210103;141500;1609679700;296.563
20210103;143000;1609680600;293.627
20210103;144500;1609681500;250.122
20210103;150000;1609682400;219.677
20210103;151500;1609683300;2031.898
20210103;153000;1609684200;1328.331
20210103;154500;1609685100;735.546
20210103;160000;1609686000;702.33
20210103;161500;1609686900;776.221
20210103;163000;1609687800;1020.643
20210103;164500;1609688700;763.244
20210103;170000;1609689600;604.338
20210103;171500;1609690500;607.858
20210103;173000;1609691400;775.524
20210103;174500;1609692300;529.093
20210103;180000;1609693200;370.527
20210103;181500;1609694100;543.27
20210103;183000;1609695000;717.912
20210103;184500;1609695900;634.11
20210103;190000;1609696800;507.2
20210103;191500;1609697700;636.97
20210103;193000;1609698600;1010.483
20210103;194500;1609699500;686.298
20210103;200000;1609700400;581.679
20210103;201500;1609701300;701.407
20210103;203000;1609702200;635.814
20210103;204500;1609703100;950.864
20210103;210000;1609704000;806.999
20210103;211500;1609704900;1087.067
20210103;213000;1609705800;1028.339
20210103;214500;1609706700;666.859
20210103;220000;1609707600;505.277
20210103;221500;1609708500;598.587
20210103;223000;1609709400;595.67
20210103;224500;1609710300;546.845
20210103;230000;1609711200;589.375
20210103;231500;1609712100;538.943
20210103;233000;1609713000;652.756
20210103;234500;1609713900;499.417
20210104;000000;1609714800;511.763
20210104;001500;1609715700;286.504
20210104;003000;1609716600;444.449
20210104;004500;1609717500;317.068
20210104;010000;1609718400;357.578
20210104;011500;1609719300;332.293
20210104;013000;1609720200;356.578
20210104;014500;1609721100;297.97
20210104;020000;1609722000;194.927
20210104;021500;1609722900;270.522
20210104;023000;1609723800;167.974
20210104;024500;1609724700;371.413
20210104;030000;1609725600;301.691
20210104;031500;1609726500;165.923
20210104;033000;1609727400;165.931
20210104;034500;1609728300;325.992
20210104;040000;1609729200;323.925
20210104;041500;1609730100;165.823
20210104;043000;1609731000;166.413
20210104;044500;1609731900;292.688
20210104;050000;1609732800;348.53
20210104;051500;1609733700;268.866
20210104;053000;1609734600;659.164
20210104;054500;1609735500;290.123
20210104;060000;1609736400;259.326
20210104;061500;1609737300;431.438
20210104;063000;1609738200;285.962
20210104;064500;1609739100;467.743
20210104;070000;1609740000;429.306
20210104;071500;1609740900;658.305
20210104;073000;1609741800;640.838
20210104;074500;1609742700;1579.108
20210104;080000;1609743600;1380.667
20210104;081500;1609744500;363.664
20210104;083000;1609745400;537.141
20210104;084500;1609746300;446.159
20210104;090000;1609747200;3453.845
20210104;091500;1609748100;994.727
20210104;093000;1609749000;309.987
20210104;094500;1609749900;204.938
20210104;100000;1609750800;288.057
20210104;101500;1609751700;165.268
20210104;103000;1609752600;221.02
20210104;104500;1609753500;294.761
20210104;110000;1609754400;307.998
20210104;111500;1609755300;287.169
20210104;113000;1609756200;217.65
20210104;114500;1609757100;352.841
20210104;120000;1609758000;1000.397
20210104;121500;1609758900;600.514
20210104;123000;1609759800;275.519
20210104;124500;1609760700;284.603
20210104;130000;1609761600;230.241
20210104;131500;1609762500;254.158
20210104;133000;1609763400;338.401
20210104;134500;1609764300;1575.076
20210104;140000;1609765200;1275.585
20210104;141500;1609766100;202.306
20210104;143000;1609767000;446.97
20210104;144500;1609767900;1224.96
20210104;150000;1609768800;478.402
20210104;151500;1609769700;240.076
20210104;153000;1609770600;380.529
20210104;154500;1609771500;389.711
20210104;160000;1609772400;350.854
20210104;161500;1609773300;428.499
20210104;163000;1609774200;638.5
20210104;164500;1609775100;740.759
20210104;170000;1609776000;915.427
20210104;171500;1609776900;659.993
20210104;173000;1609777800;803.873
20210104;174500;1609778700;584.24
20210104;180000;1609779600;405.747
20210104;181500;1609780500;368.794
20210104;183000;1609781400;477.63
20210104;184500;1609782300;1161.055
20210104;190000;1609783200;1325.107
20210104;191500;1609784100;608.1
20210104;193000;1609785000;496.807
20210104;194500;1609785900;550.501
20210104;200000;1609786800;373.636
20210104;201500;1609787700;360.773
20210104;203000;1609788600;554.233
20210104;204500;1609789500;670.495
20210104;210000;1609790400;603.1
20210104;211500;1609791300;501.721
20210104;213000;1609792200;329.66
20210104;214500;1609793100;432.092
20210104;220000;1609794000;413.794
20210104;221500;1609794900;283.388
20210104;223000;1609795800;283.472
20210104;224500;1609796700;439.519
20210104;230000;1609797600;406.938
20210104;231500;1609798500;297.979
20210104;233000;1609799400;163.943
20210104;234500;1609800300;232.407
20210105;000000;1609801200;313.337
20210105;001500;1609802100;252.098
20210105;003000;1609803000;164.329
20210105;004500;1609803900;164.261
20210105;010000;1609804800;307.415
20210105;011500;1609805700;346.641
20210105;013000;1609806600;166.326
20210105;014500;1609807500;164.333
20210105;020000;1609808400;409.261
20210105;021500;1609809300;254.389
20210105;023000;1609810200;164.43
20210105;024500;1609811100;164.438
20210105;030000;1609812000;297.433
20210105;031500;1609812900;338.457
20210105;033000;1609813800;184.994
20210105;034500;1609814700;230.201
20210105;040000;1609815600;231.744
20210105;041500;1609816500;214.193
20210105;043000;1609817400;309.325
20210105;044500;1609818300;243.659
20210105;050000;1609819200;257.22
20210105;051500;1609820100;164.266
20210105;053000;1609821000;282.693
20210105;054500;1609821900;351.623
20210105;060000;1609822800;342.49
20210105;061500;1609823700;364.59
20210105;063000;1609824600;369.362
20210105;064500;1609825500;563.363
20210105;070000;1609826400;495.325
20210105;071500;1609827300;339.706
20210105;073000;1609828200;283.929
20210105;074500;1609829100;426.694
20210105;080000;1609830000;361.125
20210105;081500;1609830900;163.773
20210105;083000;1609831800;523.771
20210105;084500;1609832700;217.384
20210105;090000;1609833600;374.464
20210105;091500;1609834500;207.659
20210105;093000;1609835400;163.833
20210105;094500;1609836300;163.799
20210105;100000;1609837200;317.427
20210105;101500;1609838100;318.636
20210105;103000;1609839000;414.786
20210105;104500;1609839900;1395.907
20210105;110000;1609840800;681.98
20210105;111500;1609841700;577.271
20210105;113000;1609842600;403.532
20210105;114500;1609843500;395.42
20210105;120000;1609844400;481.275
20210105;121500;1609845300;495.195
20210105;123000;1609846200;491.574
20210105;124500;1609847100;377.473
20210105;130000;1609848000;544.077
20210105;131500;1609848900;176.905
20210105;133000;1609849800;298.289
20210105;134500;1609850700;183.643
20210105;140000;1609851600;331.097
20210105;141500;1609852500;250.234
20210105;143000;1609853400;314.46
20210105;144500;1609854300;370.386
20210105;150000;1609855200;660.72
20210105;151500;1609856100;707.399
20210105;153000;1609857000;393.246
20210105;154500;1609857900;412.211
20210105;160000;1609858800;556.092
20210105;161500;1609859700;393.25
20210105;163000;1609860600;367.602
20210105;164500;1609861500;819.596
20210105;170000;1609862400;576.568
20210105;171500;1609863300;354.304
20210105;173000;1609864200;310.933
20210105;174500;1609865100;638.703
20210105;180000;1609866000;601.906
20210105;181500;1609866900;534.467
20210105;183000;1609867800;399.913
20210105;184500;1609868700;545.368
20210105;190000;1609869600;539.226
20210105;191500;1609870500;378.391
20210105;193000;1609871400;370.829
20210105;194500;1609872300;480.67
20210105;200000;1609873200;931.737
20210105;201500;1609874100;659.343
20210105;203000;1609875000;594.096
20210105;204500;1609875900;627.885
20210105;210000;1609876800;820.284
20210105;211500;1609877700;486.998
20210105;213000;1609878600;440.495
20210105;214500;1609879500;506.15
20210105;220000;1609880400;643.725
20210105;221500;1609881300;890.098
20210105;223000;1609882200;658.499
20210105;224500;1609883100;367.176
20210105;230000;1609884000;280.802
20210105;231500;1609884900;505.907
20210105;233000;1609885800;211.588
20210105;234500;1609886700;160.861
20210106;000000;1609887600;161.139
20210106;001500;1609888500;352.841
20210106;003000;1609889400;289.992
20210106;004500;1609890300;161.056
20210106;010000;1609891200;288.866
20210106;011500;1609892100;181.62
20210106;013000;1609893000;332.503
20210106;014500;1609893900;182.299
20210106;020000;1609894800;290.468
20210106;021500;1609895700;163.539
20210106;023000;1609896600;208.725
20210106;024500;1609897500;307.677
20210106;030000;1609898400;293.775
20210106;031500;1609899300;160.482
20210106;033000;1609900200;160.534
20210106;034500;1609901100;289.19
20210106;040000;1609902000;351.678
20210106;041500;1609902900;160.525
20210106;043000;1609903800;163.379
20210106;044500;1609904700;160.724
20210106;050000;1609905600;458.058
20210106;051500;1609906500;183.791
20210106;053000;1609907400;161.593
20210106;054500;1609908300;161.541
20210106;060000;1609909200;430.497
20210106;061500;1609910100;207.462
20210106;063000;1609911000;164.049
20210106;064500;1609911900;164.005
20210106;070000;1609912800;308.395
20210106;071500;1609913700;330.615
20210106;073000;1609914600;164.258
20210106;074500;1609915500;164.246
20210106;080000;1609916400;179.006
20210106;081500;1609917300;423.048
20210106;083000;1609918200;729.117
20210106;084500;1609919100;1755.284
20210106;090000;1609920000;656.77
20210106;091500;1609920900;804.301
20210106;093000;1609921800;545.636
20210106;094500;1609922700;740.605
20210106;100000;1609923600;1858.608
20210106;101500;1609924500;987.287
20210106;103000;1609925400;1118.272
20210106;104500;1609926300;1334.622
20210106;110000;1609927200;505.011
20210106;111500;1609928100;394.329
20210106;113000;1609929000;548.819
20210106;114500;1609929900;390.647
20210106;120000;1609930800;445.544
20210106;121500;1609931700;1992.829
20210106;123000;1609932600;1326.229
20210106;124500;1609933500;1043.949
20210106;130000;1609934400;1300.308
20210106;131500;1609935300;387.734
20210106;133000;1609936200;324.884
20210106;134500;1609937100;340.951
20210106;140000;1609938000;1593.58
20210106;141500;1609938900;856.846
20210106;143000;1609939800;501.041
20210106;144500;1609940700;562.624
20210106;150000;1609941600;600.438
20210106;151500;1609942500;612.422
20210106;153000;1609943400;538.055
20210106;154500;1609944300;651.044
20210106;160000;1609945200;901.52
20210106;161500;1609946100;1853.781
20210106;163000;1609947000;808.886
20210106;164500;1609947900;581.116
20210106;170000;1609948800;731.029
20210106;171500;1609949700;665.41
20210106;173000;1609950600;369.58
20210106;174500;1609951500;284.132
20210106;180000;1609952400;611.748
20210106;181500;1609953300;673.818
20210106;183000;1609954200;515.739
20210106;184500;1609955100;637.843
20210106;190000;1609956000;920.128
20210106;191500;1609956900;2761.385
20210106;193000;1609957800;1978.144
20210106;194500;1609958700;1517.098
20210106;200000;1609959600;1456.762
20210106;201500;1609960500;572.466
20210106;203000;1609961400;608.042
20210106;204500;1609962300;2054.386
20210106;210000;1609963200;2620.052
20210106;211500;1609964100;2116.578
20210106;213000;1609965000;1485.23
20210106;214500;1609965900;1170.023
20210106;220000;1609966800;1166
20210106;221500;1609967700;1205.012
20210106;223000;1609968600;1042.104
20210106;224500;1609969500;896.387
20210106;230000;1609970400;622.928
20210106;231500;1609971300;429.126
20210106;233000;1609972200;262.306
20210106;234500;1609973100;336.683
20210107;000000;1609974000;255.691
20210107;001500;1609974900;247.134
20210107;003000;1609975800;164.707
20210107;004500;1609976700;210.171
20210107;010000;1609977600;383.565
20210107;011500;1609978500;228.56
20210107;013000;1609979400;164.849
20210107;014500;1609980300;165.248
20210107;020000;1609981200;409.404
20210107;021500;1609982100;249.475
20210107;023000;1609983000;164.96
20210107;024500;1609983900;165.055
20210107;030000;1609984800;289.348
20210107;031500;1609985700;335.502
20210107;033000;1609986600;192.087
20210107;034500;1609987500;165.049
20210107;040000;1609988400;289.181
20210107;041500;1609989300;303.91
20210107;043000;1609990200;210.505
20210107;044500;1609991100;165.232
20210107;050000;1609992000;254.58
20210107;051500;1609992900;250.75
20210107;053000;1609993800;301.061
20210107;054500;1609994700;166.681
20210107;060000;1609995600;197.786
20210107;061500;1609996500;669.723
20210107;063000;1609997400;794.585
20210107;064500;1609998300;298.175
20210107;070000;1609999200;165.501
20210107;071500;1610000100;288.265
20210107;073000;1610001000;278.96
20210107;074500;1610001900;341.365
20210107;080000;1610002800;285.157
20210107;081500;1610003700;357.065
20210107;083000;1610004600;424.926
20210107;084500;1610005500;373.519
20210107;090000;1610006400;285.132
20210107;091500;1610007300;285.354
20210107;093000;1610008200;1041.496
20210107;094500;1610009100;1324.356
20210107;100000;1610010000;511.479
20210107;101500;1610010900;232.368
20210107;103000;1610011800;436.21
20210107;104500;1610012700;294.571
20210107;110000;1610013600;186.75
20210107;111500;1610014500;171.824
20210107;113000;1610015400;262.82
20210107;114500;1610016300;472.749
20210107;120000;1610017200;1228.204
20210107;121500;1610018100;721.98
20210107;123000;1610019000;1046.033
20210107;124500;1610019900;337.886
20210107;130000;1610020800;164.602
20210107;131500;1610021700;267.946
20210107;133000;1610022600;256.798
20210107;134500;1610023500;428.956
20210107;140000;1610024400;315.322
20210107;141500;1610025300;432.251
20210107;143000;1610026200;372.516
20210107;144500;1610027100;296.727
20210107;150000;1610028000;226.849
20210107;151500;1610028900;256.457
20210107;153000;1610029800;273.321
20210107;154500;1610030700;212.199
20210107;160000;1610031600;314.606
20210107;161500;1610032500;288.662
20210107;163000;1610033400;319.699
20210107;164500;1610034300;205.936
20210107;170000;1610035200;420.183
20210107;171500;1610036100;288.147
20210107;173000;1610037000;487.213
20210107;174500;1610037900;759.686
20210107;180000;1610038800;871.135
20210107;181500;1610039700;879.793
20210107;183000;1610040600;864.182
20210107;184500;1610041500;1069.72
20210107;190000;1610042400;575.758
20210107;191500;1610043300;937.546
20210107;193000;1610044200;873.969
20210107;194500;1610045100;1651.974
20210107;200000;1610046000;1571.324
20210107;201500;1610046900;709.786
20210107;203000;1610047800;565.066
20210107;204500;1610048700;663.606
20210107;210000;1610049600;671.938
20210107;211500;1610050500;692.202
20210107;213000;1610051400;918.235
20210107;214500;1610052300;767.713
20210107;220000;1610053200;601.893
20210107;221500;1610054100;410.378
20210107;223000;1610055000;521.862
20210107;224500;1610055900;290.177
20210107;230000;1610056800;209.44
20210107;231500;1610057700;466.507
20210107;233000;1610058600;165.508
20210107;234500;1610059500;165.519
20210108;000000;1610060400;170.111
20210108;001500;1610061300;403.755
20210108;003000;1610062200;251.505
20210108;004500;1610063100;165.995
20210108;010000;1610064000;237.836
20210108;011500;1610064900;226.603
20210108;013000;1610065800;334.026
20210108;014500;1610066700;191.593
20210108;020000;1610067600;249.956
20210108;021500;1610068500;205.584
20210108;023000;1610069400;305.348
20210108;024500;1610070300;213.033
20210108;030000;1610071200;238.602
20210108;031500;1610072100;218
20210108;033000;1610073000;213.412
20210108;034500;1610073900;304.252
20210108;040000;1610074800;193.291
20210108;041500;1610075700;265.495
20210108;043000;1610076600;166.602
20210108;044500;1610077500;313.805
20210108;050000;1610078400;207.301
20210108;051500;1610079300;292.468
20210108;053000;1610080200;167.317
20210108;054500;1610081100;278.824
20210108;060000;1610082000;241.353
20210108;061500;1610082900;264.071
20210108;063000;1610083800;205.496
20210108;064500;1610084700;257.627
20210108;070000;1610085600;314.757
20210108;071500;1610086500;292.746
20210108;073000;1610087400;401.528
20210108;074500;1610088300;387.542
20210108;080000;1610089200;166.88
20210108;081500;1610090100;166.962
20210108;083000;1610091000;288.046
20210108;084500;1610091900;292.576
20210108;090000;1610092800;224.492
20210108;091500;1610093700;166.954
20210108;093000;1610094600;199.094
20210108;094500;1610095500;327.27
20210108;100000;1610096400;287.9
20210108;101500;1610097300;167.447
20210108;103000;1610098200;167.476
20210108;104500;1610099100;435.481
20210108;110000;1610100000;212.206
20210108;111500;1610100900;1053.879
20210108;113000;1610101800;2225.962
20210108;114500;1610102700;1929.497
20210108;120000;1610103600;723.133
20210108;121500;1610104500;711.446
20210108;123000;1610105400;822.496
20210108;124500;1610106300;833.231
20210108;130000;1610107200;870.866
20210108;131500;1610108100;649.385
20210108;133000;1610109000;725.638
20210108;134500;1610109900;807.349
20210108;140000;1610110800;516.475
20210108;141500;1610111700;388.881
20210108;143000;1610112600;405.863
20210108;144500;1610113500;537.132
20210108;150000;1610114400;502.063
20210108;151500;1610115300;166.771
20210108;153000;1610116200;181.985
20210108;154500;1610117100;360.185
20210108;160000;1610118000;671.263
20210108;161500;1610118900;727.861
20210108;163000;1610119800;719
20210108;164500;1610120700;794.971
20210108;170000;1610121600;931.96
20210108;171500;1610122500;830.986
20210108;173000;1610123400;431.431
20210108;174500;1610124300;468.891
20210108;180000;1610125200;533.749
20210108;181500;1610126100;564.041
20210108;183000;1610127000;840.934
20210108;184500;1610127900;590.372
20210108;190000;1610128800;281.873
20210108;191500;1610129700;299.057
20210108;193000;1610130600;262.065
20210108;194500;1610131500;166.565
20210108;200000;1610132400;166.53
20210108;201500;1610133300;334.517
20210108;203000;1610134200;310.118
20210108;204500;1610135100;166.693
20210108;210000;1610136000;166.781
20210108;211500;1610136900;300.329
20210108;213000;1610137800;712.629
20210108;214500;1610138700;575.354
20210108;220000;1610139600;540.355
20210108;221500;1610140500;670.207
20210108;223000;1610141400;667.015
20210108;224500;1610142300;622.447
20210108;230000;1610143200;521.555
20210108;231500;1610144100;643.351
20210108;233000;1610145000;384.468
20210108;234500;1610145900;542.78
20210109;000000;1610146800;422.963
20210109;001500;1610147700;509.976
20210109;003000;1610148600;376.186
20210109;004500;1610149500;521.873
20210109;010000;1610150400;455.576
20210109;011500;1610151300;478.512
20210109;013000;1610152200;386.387
20210109;014500;1610153100;431.869
20210109;020000;1610154000;524.431
20210109;021500;1610154900;502.695
20210109;023000;1610155800;384.468
20210109;024500;1610156700;376.774
20210109;030000;1610157600;530.958
20210109;031500;1610158500;552.331
20210109;033000;1610159400;376.647
20210109;034500;1610160300;385.032
20210109;040000;1610161200;494.638
20210109;041500;1610162100;491.435
20210109;043000;1610163000;192.359
20210109;044500;1610163900;166.247
20210109;050000;1610164800;254.074
20210109;051500;1610165700;280.813
20210109;053000;1610166600;267.247
20210109;054500;1610167500;186.817
20210109;060000;1610168400;452.849
20210109;061500;1610169300;334.229
20210109;063000;1610170200;422.496
20210109;064500;1610171100;292.229
20210109;070000;1610172000;407.33
20210109;071500;1610172900;441.556
20210109;073000;1610173800;792.712
20210109;074500;1610174700;401.813
20210109;080000;1610175600;592.417
20210109;081500;1610176500;451.833
20210109;083000;1610177400;286.304
20210109;084500;1610178300;418.035
20210109;090000;1610179200;423.236
20210109;091500;1610180100;332.875
20210109;093000;1610181000;278.582
20210109;094500;1610181900;467.726
20210109;100000;1610182800;339.812
20210109;101500;1610183700;233.536
20210109;103000;1610184600;220.088
20210109;104500;1610185500;383.46
20210109;110000;1610186400;333.368
20210109;111500;1610187300;166.864
20210109;113000;1610188200;166.099
20210109;114500;1610189100;253.978
20210109;120000;1610190000;393.445
20210109;121500;1610190900;996.646
20210109;123000;1610191800;674.765
20210109;124500;1610192700;189.098
20210109;130000;1610193600;462.473
20210109;131500;1610194500;174.623
20210109;133000;1610195400;171.417
20210109;134500;1610196300;166.034
20210109;140000;1610197200;387.901
20210109;141500;1610198100;260.861
20210109;143000;1610199000;412.997
20210109;144500;1610199900;393.372
