#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact our synPRO team oc-synpro@ise.fraunhofer.de
#timestep_sec: 900
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20210102;101500;1609578900;162.418
20210102;103000;1609579800;341.579
20210102;104500;1609580700;123.515
20210102;110000;1609581600;126.438
20210102;111500;1609582500;262.313
20210102;113000;1609583400;209.493
20210102;114500;1609584300;137.063
20210102;120000;1609585200;144.798
20210102;121500;1609586100;256.135
20210102;123000;1609587000;173.999
20210102;124500;1609587900;177.774
20210102;130000;1609588800;123.091
20210102;131500;1609589700;271.029
20210102;133000;1609590600;133.469
20210102;134500;1609591500;222.148
20210102;140000;1609592400;122.906
20210102;141500;1609593300;221.1
20210102;143000;1609594200;425.635
20210102;144500;1609595100;532.088
20210102;150000;1609596000;128.22
20210102;151500;1609596900;169.49
20210102;153000;1609597800;236.752
20210102;154500;1609598700;179.833
20210102;160000;1609599600;327.5
20210102;161500;1609600500;264.406
20210102;163000;1609601400;390.611
20210102;164500;1609602300;318.382
20210102;170000;1609603200;479.014
20210102;171500;1609604100;813.845
20210102;173000;1609605000;1762.276
20210102;174500;1609605900;1844.991
20210102;180000;1609606800;1759.31
20210102;181500;1609607700;1595.436
20210102;183000;1609608600;979.966
20210102;184500;1609609500;717.956
20210102;190000;1609610400;157.577
20210102;191500;1609611300;1657.448
20210102;193000;1609612200;1903.252
20210102;194500;1609613100;484.147
20210102;200000;1609614000;445.115
20210102;201500;1609614900;643.262
20210102;203000;1609615800;636.221
20210102;204500;1609616700;631.141
20210102;210000;1609617600;844.514
20210102;211500;1609618500;663.12
20210102;213000;1609619400;599.837
20210102;214500;1609620300;526.606
20210102;220000;1609621200;558.898
20210102;221500;1609622100;682.002
20210102;223000;1609623000;530.396
20210102;224500;1609623900;380.678
20210102;230000;1609624800;398.826
20210102;231500;1609625700;402.936
20210102;233000;1609626600;434.634
20210102;234500;1609627500;403.486
20210103;000000;1609628400;458.06
20210103;001500;1609629300;485.777
20210103;003000;1609630200;511.349
20210103;004500;1609631100;171.843
20210103;010000;1609632000;169.119
20210103;011500;1609632900;122.898
20210103;013000;1609633800;235.018
20210103;014500;1609634700;182.067
20210103;020000;1609635600;206.147
20210103;021500;1609636500;122.923
20210103;023000;1609637400;167.173
20210103;024500;1609638300;238.301
20210103;030000;1609639200;219.04
20210103;031500;1609640100;123.112
20210103;033000;1609641000;131.731
20210103;034500;1609641900;271.356
20210103;040000;1609642800;181.916
20210103;041500;1609643700;158.27
20210103;043000;1609644600;122.966
20210103;044500;1609645500;268.573
20210103;050000;1609646400;131.279
20210103;051500;1609647300;1147.436
20210103;053000;1609648200;186.378
20210103;054500;1609649100;201.916
20210103;060000;1609650000;123.314
20210103;061500;1609650900;307.095
20210103;063000;1609651800;271.766
20210103;064500;1609652700;1239.775
20210103;070000;1609653600;973.09
20210103;071500;1609654500;468.007
20210103;073000;1609655400;331.154
20210103;074500;1609656300;366.308
20210103;080000;1609657200;274.978
20210103;081500;1609658100;243.396
20210103;083000;1609659000;379.319
20210103;084500;1609659900;363.17
20210103;090000;1609660800;243.505
20210103;091500;1609661700;244.66
20210103;093000;1609662600;463.775
20210103;094500;1609663500;263.932
20210103;100000;1609664400;243.447
20210103;101500;1609665300;263.091
20210103;103000;1609666200;409.457
20210103;104500;1609667100;281.841
20210103;110000;1609668000;205.877
20210103;111500;1609668900;201.588
20210103;113000;1609669800;332.404
20210103;114500;1609670700;253.572
20210103;120000;1609671600;133.995
20210103;121500;1609672500;163.249
20210103;123000;1609673400;286.932
20210103;124500;1609674300;292.678
20210103;130000;1609675200;134.292
20210103;131500;1609676100;133.983
20210103;133000;1609677000;172.449
20210103;134500;1609677900;290.149
20210103;140000;1609678800;175.755
20210103;141500;1609679700;123.504
20210103;143000;1609680600;123.58
20210103;144500;1609681500;245.697
20210103;150000;1609682400;260.033
20210103;151500;1609683300;123.379
20210103;153000;1609684200;123.441
20210103;154500;1609685100;155.61
20210103;160000;1609686000;336.969
20210103;161500;1609686900;141.893
20210103;163000;1609687800;123.667
20210103;164500;1609688700;145.875
20210103;170000;1609689600;543.559
20210103;171500;1609690500;444.437
20210103;173000;1609691400;355.36
20210103;174500;1609692300;344.238
20210103;180000;1609693200;551.048
20210103;181500;1609694100;555.651
20210103;183000;1609695000;207.137
20210103;184500;1609695900;902.781
20210103;190000;1609696800;1500.364
20210103;191500;1609697700;674.873
20210103;193000;1609698600;479.467
20210103;194500;1609699500;255.481
20210103;200000;1609700400;220.889
20210103;201500;1609701300;144.969
20210103;203000;1609702200;283.263
20210103;204500;1609703100;129.325
20210103;210000;1609704000;222.455
20210103;211500;1609704900;128.292
20210103;213000;1609705800;186.151
20210103;214500;1609706700;228.95
20210103;220000;1609707600;226.768
20210103;221500;1609708500;124.639
20210103;223000;1609709400;157.139
20210103;224500;1609710300;385.984
20210103;230000;1609711200;451.682
20210103;231500;1609712100;355.273
20210103;233000;1609713000;352.457
20210103;234500;1609713900;486.489
20210104;000000;1609714800;489.51
20210104;001500;1609715700;253.334
20210104;003000;1609716600;124.412
20210104;004500;1609717500;166.902
20210104;010000;1609718400;337.817
20210104;011500;1609719300;124.218
20210104;013000;1609720200;124.13
20210104;014500;1609721100;131.041
20210104;020000;1609722000;344.015
20210104;021500;1609722900;150.851
20210104;023000;1609723800;124.234
20210104;024500;1609724700;124.242
20210104;030000;1609725600;277.623
20210104;031500;1609726500;218.673
20210104;033000;1609727400;124.213
20210104;034500;1609728300;185.688
20210104;040000;1609729200;204.626
20210104;041500;1609730100;216.266
20210104;043000;1609731000;124.278
20210104;044500;1609731900;141.441
20210104;050000;1609732800;478.531
20210104;051500;1609733700;384.364
20210104;053000;1609734600;293.234
20210104;054500;1609735500;124.317
20210104;060000;1609736400;245.503
20210104;061500;1609737300;157.535
20210104;063000;1609738200;225.339
20210104;064500;1609739100;256.671
20210104;070000;1609740000;365.775
20210104;071500;1609740900;244.238
20210104;073000;1609741800;318.109
20210104;074500;1609742700;411.088
20210104;080000;1609743600;226.714
20210104;081500;1609744500;124.063
20210104;083000;1609745400;173.441
20210104;084500;1609746300;329.134
20210104;090000;1609747200;123.991
20210104;091500;1609748100;124.005
20210104;093000;1609749000;123.992
20210104;094500;1609749900;368.475
20210104;100000;1609750800;316.737
20210104;101500;1609751700;358.148
20210104;103000;1609752600;356.101
20210104;104500;1609753500;544.358
20210104;110000;1609754400;406.836
20210104;111500;1609755300;347.305
20210104;113000;1609756200;336.744
20210104;114500;1609757100;429.448
20210104;120000;1609758000;512.284
20210104;121500;1609758900;337.342
20210104;123000;1609759800;334.31
20210104;124500;1609760700;347.164
20210104;130000;1609761600;562.115
20210104;131500;1609762500;373.648
20210104;133000;1609763400;346.977
20210104;134500;1609764300;178.658
20210104;140000;1609765200;244.1
20210104;141500;1609766100;265.506
20210104;143000;1609767000;123.875
20210104;144500;1609767900;133.968
20210104;150000;1609768800;308.832
20210104;151500;1609769700;562.525
20210104;153000;1609770600;144.894
20210104;154500;1609771500;180.379
20210104;160000;1609772400;374.571
20210104;161500;1609773300;574.912
20210104;163000;1609774200;579.969
20210104;164500;1609775100;362.71
20210104;170000;1609776000;1075.666
20210104;171500;1609776900;899.21
20210104;173000;1609777800;1049.474
20210104;174500;1609778700;309.268
20210104;180000;1609779600;364.406
20210104;181500;1609780500;379.301
20210104;183000;1609781400;426.455
20210104;184500;1609782300;504.818
20210104;190000;1609783200;412.646
20210104;191500;1609784100;415.219
20210104;193000;1609785000;338.506
20210104;194500;1609785900;470.261
20210104;200000;1609786800;617.719
20210104;201500;1609787700;501.882
20210104;203000;1609788600;465.341
20210104;204500;1609789500;491.489
20210104;210000;1609790400;680.73
20210104;211500;1609791300;464.957
20210104;213000;1609792200;460.814
20210104;214500;1609793100;453.403
20210104;220000;1609794000;667.248
20210104;221500;1609794900;509.847
20210104;223000;1609795800;453.052
20210104;224500;1609796700;353.937
20210104;230000;1609797600;487.47
20210104;231500;1609798500;457.044
20210104;233000;1609799400;417.441
20210104;234500;1609800300;460.965
20210105;000000;1609801200;524.14
20210105;001500;1609802100;645.822
20210105;003000;1609803000;461.265
20210105;004500;1609803900;452.617
20210105;010000;1609804800;485.32
20210105;011500;1609805700;678.052
20210105;013000;1609806600;464.032
20210105;014500;1609807500;414.382
20210105;020000;1609808400;400.84
20210105;021500;1609809300;509.702
20210105;023000;1609810200;343.486
20210105;024500;1609811100;341.326
20210105;030000;1609812000;348.823
20210105;031500;1609812900;534.716
20210105;033000;1609813800;380.081
20210105;034500;1609814700;247.507
20210105;040000;1609815600;123.455
20210105;041500;1609816500;243.098
20210105;043000;1609817400;254.101
20210105;044500;1609818300;123.466
20210105;050000;1609819200;156.513
20210105;051500;1609820100;247.063
20210105;053000;1609821000;194.712
20210105;054500;1609821900;186.834
20210105;060000;1609822800;385.129
20210105;061500;1609823700;603.404
20210105;063000;1609824600;268.983
20210105;064500;1609825500;340.551
20210105;070000;1609826400;389.067
20210105;071500;1609827300;243.303
20210105;073000;1609828200;401.215
20210105;074500;1609829100;388.394
20210105;080000;1609830000;265.993
20210105;081500;1609830900;138.455
20210105;083000;1609831800;123.173
20210105;084500;1609832700;214.255
20210105;090000;1609833600;225.229
20210105;091500;1609834500;186.379
20210105;093000;1609835400;123.185
20210105;094500;1609836300;178.804
20210105;100000;1609837200;214.264
20210105;101500;1609838100;243.031
20210105;103000;1609839000;123.666
20210105;104500;1609839900;123.252
20210105;110000;1609840800;222.347
20210105;111500;1609841700;242.025
20210105;113000;1609842600;164.212
20210105;114500;1609843500;123.112
20210105;120000;1609844400;225.859
20210105;121500;1609845300;152.238
20210105;123000;1609846200;258.503
20210105;124500;1609847100;123.373
20210105;130000;1609848000;166.031
20210105;131500;1609848900;178.803
20210105;133000;1609849800;263.961
20210105;134500;1609850700;140.24
20210105;140000;1609851600;122.88
20210105;141500;1609852500;223.012
20210105;143000;1609853400;180.75
20210105;144500;1609854300;230.64
20210105;150000;1609855200;122.577
20210105;151500;1609856100;195.147
20210105;153000;1609857000;906.285
20210105;154500;1609857900;2255.189
20210105;160000;1609858800;1972.177
20210105;161500;1609859700;799.123
20210105;163000;1609860600;855.653
20210105;164500;1609861500;774.822
20210105;170000;1609862400;947.722
20210105;171500;1609863300;691.11
20210105;173000;1609864200;586.173
20210105;174500;1609865100;499.362
20210105;180000;1609866000;614.104
20210105;181500;1609866900;1249.857
20210105;183000;1609867800;1618.178
20210105;184500;1609868700;614.364
20210105;190000;1609869600;550.534
20210105;191500;1609870500;624.568
20210105;193000;1609871400;385.628
20210105;194500;1609872300;425.263
20210105;200000;1609873200;587.84
20210105;201500;1609874100;691.843
20210105;203000;1609875000;587.181
20210105;204500;1609875900;541.238
20210105;210000;1609876800;591.827
20210105;211500;1609877700;605.785
20210105;213000;1609878600;656.506
20210105;214500;1609879500;528.703
20210105;220000;1609880400;739.085
20210105;221500;1609881300;714.937
20210105;223000;1609882200;765.601
20210105;224500;1609883100;434.962
20210105;230000;1609884000;358.351
20210105;231500;1609884900;319.211
20210105;233000;1609885800;382.181
20210105;234500;1609886700;254.263
20210106;000000;1609887600;241.619
20210106;001500;1609888500;322.267
20210106;003000;1609889400;205.267
20210106;004500;1609890300;121.62
20210106;010000;1609891200;121.278
20210106;011500;1609892100;198.177
20210106;013000;1609893000;291.472
20210106;014500;1609893900;121.411
20210106;020000;1609894800;121.539
20210106;021500;1609895700;123.779
20210106;023000;1609896600;329.113
20210106;024500;1609897500;158.059
20210106;030000;1609898400;121.477
20210106;031500;1609899300;152.735
20210106;033000;1609900200;338.273
20210106;034500;1609901100;126.003
20210106;040000;1609902000;121.792
20210106;041500;1609902900;263.368
20210106;043000;1609903800;144.44
20210106;044500;1609904700;199.724
20210106;050000;1609905600;135.654
20210106;051500;1609906500;262.845
20210106;053000;1609907400;121.999
20210106;054500;1609908300;221.037
20210106;060000;1609909200;123.257
20210106;061500;1609910100;264.426
20210106;063000;1609911000;140.175
20210106;064500;1609911900;207.687
20210106;070000;1609912800;139.027
20210106;071500;1609913700;214.933
20210106;073000;1609914600;188.229
20210106;074500;1609915500;167.172
20210106;080000;1609916400;212.922
20210106;081500;1609917300;282.849
20210106;083000;1609918200;364.69
20210106;084500;1609919100;247.637
20210106;090000;1609920000;344.101
20210106;091500;1609920900;243.383
20210106;093000;1609921800;360.836
20210106;094500;1609922700;188.892
20210106;100000;1609923600;223.273
20210106;101500;1609924500;123.335
20210106;103000;1609925400;149.582
20210106;104500;1609926300;1527.582
20210106;110000;1609927200;1217.474
20210106;111500;1609928100;441.76
20210106;113000;1609929000;122.795
20210106;114500;1609929900;262.175
20210106;120000;1609930800;141.698
20210106;121500;1609931700;221.611
20210106;123000;1609932600;122.978
20210106;124500;1609933500;179.048
20210106;130000;1609934400;232.41
20210106;131500;1609935300;209.69
20210106;133000;1609936200;136.216
20210106;134500;1609937100;163.007
20210106;140000;1609938000;479.707
20210106;141500;1609938900;436.692
20210106;143000;1609939800;437.385
20210106;144500;1609940700;346.804
20210106;150000;1609941600;194.465
20210106;151500;1609942500;280.525
20210106;153000;1609943400;242.997
20210106;154500;1609944300;205.78
20210106;160000;1609945200;220.7
20210106;161500;1609946100;291.833
20210106;163000;1609947000;431.741
20210106;164500;1609947900;268.338
20210106;170000;1609948800;217.824
20210106;171500;1609949700;251.455
20210106;173000;1609950600;266.637
20210106;174500;1609951500;123.234
20210106;180000;1609952400;123.25
20210106;181500;1609953300;225.195
20210106;183000;1609954200;784.488
20210106;184500;1609955100;176.055
20210106;190000;1609956000;127.309
20210106;191500;1609956900;221.454
20210106;193000;1609957800;304.656
20210106;194500;1609958700;534.457
20210106;200000;1609959600;489.679
20210106;201500;1609960500;548.195
20210106;203000;1609961400;568.752
20210106;204500;1609962300;766.758
20210106;210000;1609963200;606.447
20210106;211500;1609964100;690.368
20210106;213000;1609965000;613.932
20210106;214500;1609965900;685.062
20210106;220000;1609966800;466.778
20210106;221500;1609967700;562.311
20210106;223000;1609968600;516.439
20210106;224500;1609969500;488.22
20210106;230000;1609970400;345.875
20210106;231500;1609971300;414.463
20210106;233000;1609972200;364.66
20210106;234500;1609973100;487.821
20210107;000000;1609974000;340.429
20210107;001500;1609974900;347.191
20210107;003000;1609975800;424.522
20210107;004500;1609976700;457.165
20210107;010000;1609977600;372.517
20210107;011500;1609978500;343.301
20210107;013000;1609979400;271.649
20210107;014500;1609980300;251.14
20210107;020000;1609981200;123.805
20210107;021500;1609982100;123.883
20210107;023000;1609983000;309.394
20210107;024500;1609983900;175.56
20210107;030000;1609984800;123.898
20210107;031500;1609985700;135.539
20210107;033000;1609986600;266.697
20210107;034500;1609987500;224.905
20210107;040000;1609988400;123.881
20210107;041500;1609989300;123.828
20210107;043000;1609990200;263.379
20210107;044500;1609991100;221.098
20210107;050000;1609992000;144.135
20210107;051500;1609992900;123.858
20210107;053000;1609993800;213.631
20210107;054500;1609994700;805.039
20210107;060000;1609995600;187.249
20210107;061500;1609996500;124.017
20210107;063000;1609997400;161.655
20210107;064500;1609998300;247.239
20210107;070000;1609999200;224.055
20210107;071500;1610000100;124.08
20210107;073000;1610001000;123.978
20210107;074500;1610001900;239.633
20210107;080000;1610002800;273.432
20210107;081500;1610003700;123.913
20210107;083000;1610004600;123.928
20210107;084500;1610005500;148.317
20210107;090000;1610006400;319.748
20210107;091500;1610007300;166.394
20210107;093000;1610008200;221.708
20210107;094500;1610009100;221.27
20210107;100000;1610010000;349.099
20210107;101500;1610010900;309.717
20210107;103000;1610011800;176.05
20210107;104500;1610012700;160.876
20210107;110000;1610013600;199.792
20210107;111500;1610014500;336.828
20210107;113000;1610015400;126.679
20210107;114500;1610016300;123.113
20210107;120000;1610017200;123.194
20210107;121500;1610018100;264.901
20210107;123000;1610019000;248.093
20210107;124500;1610019900;123.388
20210107;130000;1610020800;123.293
20210107;131500;1610021700;123.375
20210107;133000;1610022600;378.16
20210107;134500;1610023500;134.927
20210107;140000;1610024400;302.598
20210107;141500;1610025300;357.729
20210107;143000;1610026200;477.373
20210107;144500;1610027100;493.401
20210107;150000;1610028000;342.829
20210107;151500;1610028900;347.076
20210107;153000;1610029800;392.12
20210107;154500;1610030700;538.429
20210107;160000;1610031600;976.689
20210107;161500;1610032500;2343.611
20210107;163000;1610033400;2171.104
20210107;164500;1610034300;929.285
20210107;170000;1610035200;805.47
20210107;171500;1610036100;833.938
20210107;173000;1610037000;837.025
20210107;174500;1610037900;832.4
20210107;180000;1610038800;749.992
20210107;181500;1610039700;750.888
20210107;183000;1610040600;548.833
20210107;184500;1610041500;266.777
20210107;190000;1610042400;399.28
20210107;191500;1610043300;340.391
20210107;193000;1610044200;799.278
20210107;194500;1610045100;245.769
20210107;200000;1610046000;439.478
20210107;201500;1610046900;1835.234
20210107;203000;1610047800;2208.31
20210107;204500;1610048700;1399.454
20210107;210000;1610049600;874.397
20210107;211500;1610050500;851.394
20210107;213000;1610051400;811.349
20210107;214500;1610052300;797.524
20210107;220000;1610053200;684.744
20210107;221500;1610054100;514.121
20210107;223000;1610055000;742.783
20210107;224500;1610055900;489.175
20210107;230000;1610056800;358.564
20210107;231500;1610057700;186.46
20210107;233000;1610058600;218.071
20210107;234500;1610059500;151.164
20210108;000000;1610060400;253.257
20210108;001500;1610061300;123.983
20210108;003000;1610062200;182.463
20210108;004500;1610063100;299.349
20210108;010000;1610064000;123.861
20210108;011500;1610064900;123.854
20210108;013000;1610065800;133.451
20210108;014500;1610066700;364.59
20210108;020000;1610067600;124.126
20210108;021500;1610068500;124.079
20210108;023000;1610069400;124.105
20210108;024500;1610070300;338.166
20210108;030000;1610071200;169.51
20210108;031500;1610072100;124.444
20210108;033000;1610073000;124.375
20210108;034500;1610073900;243.202
20210108;040000;1610074800;261.113
20210108;041500;1610075700;124.603
20210108;043000;1610076600;124.585
20210108;044500;1610077500;160.343
20210108;050000;1610078400;353.759
20210108;051500;1610079300;199.647
20210108;053000;1610080200;244.933
20210108;054500;1610081100;244.977
20210108;060000;1610082000;455.14
20210108;061500;1610082900;286.266
20210108;063000;1610083800;125.317
20210108;064500;1610084700;125.313
20210108;070000;1610085600;207.593
20210108;071500;1610086500;310.644
20210108;073000;1610087400;124.889
20210108;074500;1610088300;125.038
20210108;080000;1610089200;131.357
20210108;081500;1610090100;353.299
20210108;083000;1610091000;146.905
20210108;084500;1610091900;124.757
20210108;090000;1610092800;124.772
20210108;091500;1610093700;280.743
20210108;093000;1610094600;237.902
20210108;094500;1610095500;124.784
20210108;100000;1610096400;124.984
20210108;101500;1610097300;172.889
20210108;103000;1610098200;276.231
20210108;104500;1610099100;190.487
20210108;110000;1610100000;124.692
20210108;111500;1610100900;124.663
20210108;113000;1610101800;224.598
20210108;114500;1610102700;278.243
20210108;120000;1610103600;137.841
20210108;121500;1610104500;124.617
20210108;123000;1610105400;202.165
20210108;124500;1610106300;199.175
20210108;130000;1610107200;238.117
20210108;131500;1610108100;124.695
20210108;133000;1610109000;151.535
20210108;134500;1610109900;210.563
20210108;140000;1610110800;438.183
20210108;141500;1610111700;358.925
20210108;143000;1610112600;356.984
20210108;144500;1610113500;450.162
20210108;150000;1610114400;447.815
20210108;151500;1610115300;752.16
20210108;153000;1610116200;1662.284
20210108;154500;1610117100;1247.285
20210108;160000;1610118000;381.391
20210108;161500;1610118900;270.434
20210108;163000;1610119800;219.127
20210108;164500;1610120700;124.665
20210108;170000;1610121600;125.197
20210108;171500;1610122500;337.087
20210108;173000;1610123400;276.441
20210108;174500;1610124300;245.072
20210108;180000;1610125200;391.226
20210108;181500;1610126100;850.629
20210108;183000;1610127000;1143.203
20210108;184500;1610127900;405.084
20210108;190000;1610128800;398.214
20210108;191500;1610129700;387.379
20210108;193000;1610130600;161.081
20210108;194500;1610131500;124.555
20210108;200000;1610132400;131.447
20210108;201500;1610133300;304.134
20210108;203000;1610134200;341.7
20210108;204500;1610135100;265.625
20210108;210000;1610136000;268.794
20210108;211500;1610136900;385.964
20210108;213000;1610137800;407.56
20210108;214500;1610138700;269.878
20210108;220000;1610139600;427.018
20210108;221500;1610140500;551.735
20210108;223000;1610141400;522.943
20210108;224500;1610142300;422.323
20210108;230000;1610143200;395.093
20210108;231500;1610144100;147.11
20210108;233000;1610145000;132.818
20210108;234500;1610145900;215.504
20210109;000000;1610146800;271.224
20210109;001500;1610147700;124.392
20210109;003000;1610148600;124.415
20210109;004500;1610149500;220.169
20210109;010000;1610150400;260.569
20210109;011500;1610151300;146.169
20210109;013000;1610152200;124.216
20210109;014500;1610153100;152.499
20210109;020000;1610154000;283.93
20210109;021500;1610154900;194.291
20210109;023000;1610155800;124.417
20210109;024500;1610156700;124.451
20210109;030000;1610157600;257.351
20210109;031500;1610158500;251.478
20210109;033000;1610159400;124.423
20210109;034500;1610160300;124.434
20210109;040000;1610161200;213.682
20210109;041500;1610162100;247.439
20210109;043000;1610163000;172.179
20210109;044500;1610163900;124.39
20210109;050000;1610164800;175.497
20210109;051500;1610165700;206.814
20210109;053000;1610166600;278.515
20210109;054500;1610167500;135.314
20210109;060000;1610168400;145.646
20210109;061500;1610169300;229.067
20210109;063000;1610170200;258.854
20210109;064500;1610171100;148.543
20210109;070000;1610172000;181.805
20210109;071500;1610172900;343.676
20210109;073000;1610173800;295.012
20210109;074500;1610174700;334.063
20210109;080000;1610175600;124.397
20210109;081500;1610176500;185.457
20210109;083000;1610177400;166.892
20210109;084500;1610178300;231.27
20210109;090000;1610179200;200.212
20210109;091500;1610180100;124.381
20210109;093000;1610181000;223.038
20210109;094500;1610181900;124.381
20210109;100000;1610182800;276.262
20210109;101500;1610183700;139.302
20210109;103000;1610184600;215.869
20210109;104500;1610185500;132.536
20210109;110000;1610186400;174.672
20210109;111500;1610187300;245.876
20210109;113000;1610188200;153.601
20210109;114500;1610189100;193.667
20210109;120000;1610190000;144.545
20210109;121500;1610190900;260.275
20210109;123000;1610191800;306.088
20210109;124500;1610192700;449.064
20210109;130000;1610193600;366.916
20210109;131500;1610194500;458.613
20210109;133000;1610195400;411.495
20210109;134500;1610196300;442.057
20210109;140000;1610197200;180.713
20210109;141500;1610198100;159.386
20210109;143000;1610199000;358.499
20210109;144500;1610199900;132.324
20210109;150000;1610200800;124
20210109;151500;1610201700;124.139
