#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- sum profile for the simulated household group --- Number of households: 1 ---  --- For more information contact our synPRO team oc-synpro@ise.fraunhofer.de
#timestep_sec: 900
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;P_el;W;load_el;Sum of synthetic load profile for all electrical demand of the simulated activities
YYYYMMDD;hhmmss;unixtimestamp;P_el
20210101;170000;1609516800;654.47
20210101;171500;1609517700;199.752
20210101;173000;1609518600;246.262
20210101;174500;1609519500;314.681
20210101;180000;1609520400;440.477
20210101;181500;1609521300;1108.669
20210101;183000;1609522200;969.932
20210101;184500;1609523100;748.325
20210101;190000;1609524000;1503.96
20210101;191500;1609524900;3353.631
20210101;193000;1609525800;4038.259
20210101;194500;1609526700;4030.766
20210101;200000;1609527600;2175.302
20210101;201500;1609528500;633.04
20210101;203000;1609529400;542.592
20210101;204500;1609530300;609.076
20210101;210000;1609531200;666.987
20210101;211500;1609532100;953.941
20210101;213000;1609533000;675.344
20210101;214500;1609533900;397.868
20210101;220000;1609534800;264.877
20210101;221500;1609535700;483.831
20210101;223000;1609536600;527.762
20210101;224500;1609537500;266.134
20210101;230000;1609538400;260.876
20210101;231500;1609539300;269.265
20210101;233000;1609540200;238.571
20210101;234500;1609541100;185.616
20210102;000000;1609542000;115.322
20210102;001500;1609542900;129.702
20210102;003000;1609543800;268.043
20210102;004500;1609544700;204.04
20210102;010000;1609545600;115.278
20210102;011500;1609546500;115.394
20210102;013000;1609547400;215.447
20210102;014500;1609548300;258.915
20210102;020000;1609549200;129.764
20210102;021500;1609550100;115.232
20210102;023000;1609551000;159.97
20210102;024500;1609551900;247.544
20210102;030000;1609552800;197.06
20210102;031500;1609553700;114.883
20210102;033000;1609554600;125.292
20210102;034500;1609555500;240.086
20210102;040000;1609556400;226.608
20210102;041500;1609557300;272.559
20210102;043000;1609558200;703.457
20210102;044500;1609559100;975.631
20210102;050000;1609560000;863.106
20210102;051500;1609560900;823.847
20210102;053000;1609561800;531.699
20210102;054500;1609562700;228.708
20210102;060000;1609563600;161.96
20210102;061500;1609564500;374.933
20210102;063000;1609565400;316.832
20210102;064500;1609566300;169.642
20210102;070000;1609567200;213.298
20210102;071500;1609568100;140.371
20210102;073000;1609569000;191.133
20210102;074500;1609569900;114.727
20210102;080000;1609570800;268.797
20210102;081500;1609571700;150.026
20210102;083000;1609572600;534.352
20210102;084500;1609573500;184.832
20210102;090000;1609574400;202.776
20210102;091500;1609575300;140.327
20210102;093000;1609576200;221.198
20210102;094500;1609577100;268.658
20210102;100000;1609578000;234.505
20210102;101500;1609578900;234.522
20210102;103000;1609579800;378.151
20210102;104500;1609580700;311.744
20210102;110000;1609581600;196.885
20210102;111500;1609582500;181.937
20210102;113000;1609583400;1552.474
20210102;114500;1609584300;1326.008
20210102;120000;1609585200;300.862
20210102;121500;1609586100;121.749
20210102;123000;1609587000;150.212
20210102;124500;1609587900;300.597
20210102;130000;1609588800;142.553
20210102;131500;1609589700;114.19
20210102;133000;1609590600;114.142
20210102;134500;1609591500;284.403
20210102;140000;1609592400;196.428
20210102;141500;1609593300;113.976
20210102;143000;1609594200;113.938
20210102;144500;1609595100;177.586
20210102;150000;1609596000;299.096
20210102;151500;1609596900;120.471
20210102;153000;1609597800;937.016
20210102;154500;1609598700;1350.611
20210102;160000;1609599600;1605.561
20210102;161500;1609600500;1685.91
20210102;163000;1609601400;1572.622
20210102;164500;1609602300;777.209
20210102;170000;1609603200;573.253
20210102;171500;1609604100;593.599
20210102;173000;1609605000;451.688
20210102;174500;1609605900;443.012
20210102;180000;1609606800;569.437
20210102;181500;1609607700;642.805
20210102;183000;1609608600;1292.474
20210102;184500;1609609500;3081.238
20210102;190000;1609610400;1378.375
20210102;191500;1609611300;2060.75
20210102;193000;1609612200;873.05
20210102;194500;1609613100;149.588
20210102;200000;1609614000;124.299
20210102;201500;1609614900;218.835
20210102;203000;1609615800;187.987
20210102;204500;1609616700;359.848
20210102;210000;1609617600;233.975
20210102;211500;1609618500;309.92
20210102;213000;1609619400;256.672
20210102;214500;1609620300;327.723
20210102;220000;1609621200;306.089
20210102;221500;1609622100;261.965
20210102;223000;1609623000;309.452
20210102;224500;1609623900;300.589
20210102;230000;1609624800;324.445
20210102;231500;1609625700;234.002
20210102;233000;1609626600;332.591
20210102;234500;1609627500;233.95
20210103;000000;1609628400;318.334
20210103;001500;1609629300;130.027
20210103;003000;1609630200;172.795
20210103;004500;1609631100;154.684
20210103;010000;1609632000;189.536
20210103;011500;1609632900;197.549
20210103;013000;1609633800;113.761
20210103;014500;1609634700;213.276
20210103;020000;1609635600;157.348
20210103;021500;1609636500;227.138
20210103;023000;1609637400;113.67
20210103;024500;1609638300;196.046
20210103;030000;1609639200;144.342
20210103;031500;1609640100;244.277
20210103;033000;1609641000;113.667
20210103;034500;1609641900;164.512
20210103;040000;1609642800;258.435
20210103;041500;1609643700;163.973
20210103;043000;1609644600;188.148
20210103;044500;1609645500;154.137
20210103;050000;1609646400;167.056
20210103;051500;1609647300;214.066
20210103;053000;1609648200;189.98
20210103;054500;1609649100;140.17
20210103;060000;1609650000;114.415
20210103;061500;1609650900;266.721
20210103;063000;1609651800;218.106
20210103;064500;1609652700;114.034
20210103;070000;1609653600;751.345
20210103;071500;1609654500;242.139
20210103;073000;1609655400;209.326
20210103;074500;1609656300;149.477
20210103;080000;1609657200;222.802
20210103;081500;1609658100;120.753
20210103;083000;1609659000;220.035
20210103;084500;1609659900;175.657
20210103;090000;1609660800;215.589
20210103;091500;1609661700;114.313
20210103;093000;1609662600;205.39
20210103;094500;1609663500;142.543
20210103;100000;1609664400;249.555
20210103;101500;1609665300;114.278
20210103;103000;1609666200;160.858
20210103;104500;1609667100;163.873
20210103;110000;1609668000;240.602
20210103;111500;1609668900;144.583
20210103;113000;1609669800;114.51
20210103;114500;1609670700;208.63
20210103;120000;1609671600;190.932
20210103;121500;1609672500;198.575
20210103;123000;1609673400;463.944
20210103;124500;1609674300;1358.508
20210103;130000;1609675200;445.568
20210103;131500;1609676100;801.875
20210103;133000;1609677000;3567.232
20210103;134500;1609677900;3555.562
20210103;140000;1609678800;2540.914
20210103;141500;1609679700;318.847
20210103;143000;1609680600;250.726
20210103;144500;1609681500;151.713
20210103;150000;1609682400;227.714
20210103;151500;1609683300;139.869
20210103;153000;1609684200;252.339
20210103;154500;1609685100;114.311
20210103;160000;1609686000;165.337
20210103;161500;1609686900;162.896
20210103;163000;1609687800;206.726
20210103;164500;1609688700;188.03
20210103;170000;1609689600;231.428
20210103;171500;1609690500;477.469
20210103;173000;1609691400;464.528
20210103;174500;1609692300;638.958
20210103;180000;1609693200;489.147
20210103;181500;1609694100;376.547
20210103;183000;1609695000;234.644
20210103;184500;1609695900;273.676
20210103;190000;1609696800;470.022
20210103;191500;1609697700;806.199
20210103;193000;1609698600;624.534
20210103;194500;1609699500;380.233
20210103;200000;1609700400;476.761
20210103;201500;1609701300;484.193
20210103;203000;1609702200;441.689
20210103;204500;1609703100;381.271
20210103;210000;1609704000;445.001
20210103;211500;1609704900;472.174
20210103;213000;1609705800;434.609
20210103;214500;1609706700;235.227
20210103;220000;1609707600;235.403
20210103;221500;1609708500;278.254
20210103;223000;1609709400;200.748
20210103;224500;1609710300;146.417
20210103;230000;1609711200;115.427
20210103;231500;1609712100;189.657
20210103;233000;1609713000;210.474
20210103;234500;1609713900;205.876
20210104;000000;1609714800;115.289
20210104;001500;1609715700;157.202
20210104;003000;1609716600;230.46
20210104;004500;1609717500;212.034
20210104;010000;1609718400;117.738
20210104;011500;1609719300;136.01
20210104;013000;1609720200;247.744
20210104;014500;1609721100;151.881
20210104;020000;1609722000;168.391
20210104;021500;1609722900;206.508
20210104;023000;1609723800;165.259
20210104;024500;1609724700;115.105
20210104;030000;1609725600;217.285
20210104;031500;1609726500;167.563
20210104;033000;1609727400;243.376
20210104;034500;1609728300;202.92
20210104;040000;1609729200;115.119
20210104;041500;1609730100;115.111
20210104;043000;1609731000;294.523
20210104;044500;1609731900;192.151
20210104;050000;1609732800;114.987
20210104;051500;1609733700;182.383
20210104;053000;1609734600;283.677
20210104;054500;1609735500;139.171
20210104;060000;1609736400;590.017
20210104;061500;1609737300;343.474
20210104;063000;1609738200;321.998
20210104;064500;1609739100;243.179
20210104;070000;1609740000;288.224
20210104;071500;1609740900;337.992
20210104;073000;1609741800;313.111
20210104;074500;1609742700;251.802
20210104;080000;1609743600;255.662
20210104;081500;1609744500;377.165
20210104;083000;1609745400;278.78
20210104;084500;1609746300;287.196
20210104;090000;1609747200;121.277
20210104;091500;1609748100;239.361
20210104;093000;1609749000;146.634
20210104;094500;1609749900;210.844
20210104;100000;1609750800;114.69
20210104;101500;1609751700;189.633
20210104;103000;1609752600;200.683
20210104;104500;1609753500;202.98
20210104;110000;1609754400;120.641
20210104;111500;1609755300;114.682
20210104;113000;1609756200;264.838
20210104;114500;1609757100;154.904
20210104;120000;1609758000;176.512
20210104;121500;1609758900;114.746
20210104;123000;1609759800;177.917
20210104;124500;1609760700;215.128
20210104;130000;1609761600;210.642
20210104;131500;1609762500;114.93
20210104;133000;1609763400;211.995
20210104;134500;1609764300;1602.075
20210104;140000;1609765200;462.438
20210104;141500;1609766100;449.455
20210104;143000;1609767000;2776.898
20210104;144500;1609767900;3635.131
20210104;150000;1609768800;3588.379
20210104;151500;1609769700;440.631
20210104;153000;1609770600;230.336
20210104;154500;1609771500;181.578
20210104;160000;1609772400;251.569
20210104;161500;1609773300;243.442
20210104;163000;1609774200;114.407
20210104;164500;1609775100;171.731
20210104;170000;1609776000;271.18
20210104;171500;1609776900;432.165
20210104;173000;1609777800;265.623
20210104;174500;1609778700;234.005
20210104;180000;1609779600;360.712
20210104;181500;1609780500;748.672
20210104;183000;1609781400;798.475
20210104;184500;1609782300;702.183
20210104;190000;1609783200;792.596
20210104;191500;1609784100;400.13
20210104;193000;1609785000;426.645
20210104;194500;1609785900;233.653
20210104;200000;1609786800;233.835
20210104;201500;1609787700;233.888
20210104;203000;1609788600;527.836
20210104;204500;1609789500;524.323
20210104;210000;1609790400;483.416
20210104;211500;1609791300;567.172
20210104;213000;1609792200;527.757
20210104;214500;1609793100;454.601
20210104;220000;1609794000;233.834
20210104;221500;1609794900;233.769
20210104;223000;1609795800;273.759
20210104;224500;1609796700;449.57
20210104;230000;1609797600;114.057
20210104;231500;1609798500;114.108
20210104;233000;1609799400;132.926
20210104;234500;1609800300;298.378
20210105;000000;1609801200;163.968
20210105;001500;1609802100;114.284
20210105;003000;1609803000;203.899
20210105;004500;1609803900;178.895
20210105;010000;1609804800;191.319
20210105;011500;1609805700;114.262
20210105;013000;1609806600;163.625
20210105;014500;1609807500;217.867
20210105;020000;1609808400;216.628
20210105;021500;1609809300;115.763
20210105;023000;1609810200;114.256
20210105;024500;1609811100;378.239
20210105;030000;1609812000;119.447
20210105;031500;1609812900;114.129
20210105;033000;1609813800;179.458
20210105;034500;1609814700;307.622
20210105;040000;1609815600;114.266
20210105;041500;1609816500;146.345
20210105;043000;1609817400;255.213
20210105;044500;1609818300;185.794
20210105;050000;1609819200;114.207
20210105;051500;1609820100;164.294
20210105;053000;1609821000;367.406
20210105;054500;1609821900;289.306
20210105;060000;1609822800;234.221
20210105;061500;1609823700;255.144
20210105;063000;1609824600;404.217
20210105;064500;1609825500;298.529
20210105;070000;1609826400;154.064
20210105;071500;1609827300;236.95
20210105;073000;1609828200;367.617
20210105;074500;1609829100;368.7
20210105;080000;1609830000;176.549
20210105;081500;1609830900;113.912
20210105;083000;1609831800;187.123
20210105;084500;1609832700;297.459
20210105;090000;1609833600;113.812
20210105;091500;1609834500;114.049
20210105;093000;1609835400;114.059
20210105;094500;1609836300;303.288
20210105;100000;1609837200;183.117
20210105;101500;1609838100;125.014
20210105;103000;1609839000;125.198
20210105;104500;1609839900;185.766
20210105;110000;1609840800;308.282
20210105;111500;1609841700;114.303
20210105;113000;1609842600;114.346
20210105;114500;1609843500;130.267
20210105;120000;1609844400;324.964
20210105;121500;1609845300;141.477
20210105;123000;1609846200;114.377
20210105;124500;1609847100;114.361
20210105;130000;1609848000;202.961
20210105;131500;1609848900;652.026
20210105;133000;1609849800;114.147
20210105;134500;1609850700;114.125
20210105;140000;1609851600;113.896
20210105;141500;1609852500;348.433
20210105;143000;1609853400;144.579
20210105;144500;1609854300;113.899
20210105;150000;1609855200;115.754
20210105;151500;1609856100;221.12
20210105;153000;1609857000;294.336
20210105;154500;1609857900;116.947
20210105;160000;1609858800;113.246
20210105;161500;1609859700;133.403
20210105;163000;1609860600;281.884
20210105;164500;1609861500;190.369
20210105;170000;1609862400;248.82
20210105;171500;1609863300;1606.452
20210105;173000;1609864200;2371.248
20210105;174500;1609865100;1600.286
20210105;180000;1609866000;931.277
20210105;181500;1609866900;915.096
20210105;183000;1609867800;999.506
20210105;184500;1609868700;1085.427
20210105;190000;1609869600;724.397
20210105;191500;1609870500;594.912
20210105;193000;1609871400;689.761
20210105;194500;1609872300;613.252
20210105;200000;1609873200;360.881
20210105;201500;1609874100;386.622
20210105;203000;1609875000;384.1
20210105;204500;1609875900;524.758
20210105;210000;1609876800;511.793
20210105;211500;1609877700;387.95
20210105;213000;1609878600;386.235
20210105;214500;1609879500;1160.902
20210105;220000;1609880400;1097.454
20210105;221500;1609881300;243.143
20210105;223000;1609882200;232.604
20210105;224500;1609883100;320.682
20210105;230000;1609884000;336.192
20210105;231500;1609884900;112.495
20210105;233000;1609885800;112.45
20210105;234500;1609886700;160.055
20210106;000000;1609887600;305.003
20210106;001500;1609888500;180.965
20210106;003000;1609889400;232.455
20210106;004500;1609890300;232.498
20210106;010000;1609891200;434.22
20210106;011500;1609892100;165.833
20210106;013000;1609893000;113.577
20210106;014500;1609893900;255.073
20210106;020000;1609894800;240.901
20210106;021500;1609895700;112.308
20210106;023000;1609896600;142.132
20210106;024500;1609897500;305.099
20210106;030000;1609898400;133.394
20210106;031500;1609899300;112.405
20210106;033000;1609900200;159.786
20210106;034500;1609901100;321.154
20210106;040000;1609902000;112.435
20210106;041500;1609902900;112.428
20210106;043000;1609903800;129.274
20210106;044500;1609904700;348.937
20210106;050000;1609905600;112.774
20210106;051500;1609906500;114.921
20210106;053000;1609907400;112.813
20210106;054500;1609908300;329.334
20210106;060000;1609909200;149.16
20210106;061500;1609910100;114.078
20210106;063000;1609911000;113.994
20210106;064500;1609911900;281.262
20210106;070000;1609912800;204.162
20210106;071500;1609913700;114.079
20210106;073000;1609914600;114.108
20210106;074500;1609915500;174.897
20210106;080000;1609916400;425.455
20210106;081500;1609917300;247.429
20210106;083000;1609918200;234.027
20210106;084500;1609919100;234.079
20210106;090000;1609920000;387.793
20210106;091500;1609920900;296.655
20210106;093000;1609921800;114.288
20210106;094500;1609922700;114.203
20210106;100000;1609923600;233.172
20210106;101500;1609924500;523.552
20210106;103000;1609925400;340.938
20210106;104500;1609926300;345.955
20210106;110000;1609927200;220.709
20210106;111500;1609928100;276.733
20210106;113000;1609929000;192.657
20210106;114500;1609929900;114.106
20210106;120000;1609930800;211.691
20210106;121500;1609931700;470.62
20210106;123000;1609932600;483.455
20210106;124500;1609933500;374.895
20210106;130000;1609934400;333.243
20210106;131500;1609935300;392.541
20210106;133000;1609936200;1418.6
20210106;134500;1609937100;1133.142
20210106;140000;1609938000;1114.519
20210106;141500;1609938900;379.315
20210106;143000;1609939800;428.145
20210106;144500;1609940700;433.12
20210106;150000;1609941600;412.307
20210106;151500;1609942500;336.373
20210106;153000;1609943400;433.499
20210106;154500;1609944300;384.336
20210106;160000;1609945200;429.139
20210106;161500;1609946100;333.783
20210106;163000;1609947000;411.174
20210106;164500;1609947900;362.355
20210106;170000;1609948800;480.061
20210106;171500;1609949700;358.285
20210106;173000;1609950600;371.598
20210106;174500;1609951500;399.676
20210106;180000;1609952400;393.966
20210106;181500;1609953300;1689.025
20210106;183000;1609954200;1267.931
20210106;184500;1609955100;686.552
20210106;190000;1609956000;777.255
20210106;191500;1609956900;234.68
20210106;193000;1609957800;113.909
20210106;194500;1609958700;186.486
20210106;200000;1609959600;193.646
20210106;201500;1609960500;453.424
20210106;203000;1609961400;505.633
20210106;204500;1609962300;503.071
20210106;210000;1609963200;665.566
20210106;211500;1609964100;533.247
20210106;213000;1609965000;477.986
20210106;214500;1609965900;383.09
20210106;220000;1609966800;589.926
20210106;221500;1609967700;560.214
20210106;223000;1609968600;454.097
20210106;224500;1609969500;405.232
20210106;230000;1609970400;372.536
20210106;231500;1609971300;529.891
20210106;233000;1609972200;333.253
20210106;234500;1609973100;332.416
20210107;000000;1609974000;400.751
20210107;001500;1609974900;517.249
20210107;003000;1609975800;286.655
20210107;004500;1609976700;174.056
20210107;010000;1609977600;311.287
20210107;011500;1609978500;114.533
20210107;013000;1609979400;114.48
20210107;014500;1609980300;193.797
20210107;020000;1609981200;291.63
20210107;021500;1609982100;114.507
20210107;023000;1609983000;114.806
20210107;024500;1609983900;212.297
20210107;030000;1609984800;277.14
20210107;031500;1609985700;114.5
20210107;033000;1609986600;114.543
20210107;034500;1609987500;206.249
20210107;040000;1609988400;237.818
20210107;041500;1609989300;153.503
20210107;043000;1609990200;114.639
20210107;044500;1609991100;223.104
20210107;050000;1609992000;316.644
20210107;051500;1609992900;325.656
20210107;053000;1609993800;234.675
20210107;054500;1609994700;283.641
20210107;060000;1609995600;280.987
20210107;061500;1609996500;341.29
20210107;063000;1609997400;249.713
20210107;064500;1609998300;169.391
20210107;070000;1609999200;210.785
20210107;071500;1610000100;172.525
20210107;073000;1610001000;220.293
20210107;074500;1610001900;241.973
20210107;080000;1610002800;325.188
20210107;081500;1610003700;127.799
20210107;083000;1610004600;260.775
20210107;084500;1610005500;114.637
20210107;090000;1610006400;149.712
20210107;091500;1610007300;171.452
20210107;093000;1610008200;200.159
20210107;094500;1610009100;194.807
20210107;100000;1610010000;114.557
20210107;101500;1610010900;210.281
20210107;103000;1610011800;114.599
20210107;104500;1610012700;246.842
20210107;110000;1610013600;148.322
20210107;111500;1610014500;167.361
20210107;113000;1610015400;162.3
20210107;114500;1610016300;145.709
20210107;120000;1610017200;249.881
20210107;121500;1610018100;119.289
20210107;123000;1610019000;208.486
20210107;124500;1610019900;114.448
20210107;130000;1610020800;199.893
20210107;131500;1610021700;194.928
20210107;133000;1610022600;214.41
20210107;134500;1610023500;114.409
20210107;140000;1610024400;172.472
20210107;141500;1610025300;213.601
20210107;143000;1610026200;187.683
20210107;144500;1610027100;141.15
20210107;150000;1610028000;114.293
20210107;151500;1610028900;247.959
20210107;153000;1610029800;176.075
20210107;154500;1610030700;181.922
20210107;160000;1610031600;114.452
20210107;161500;1610032500;181.966
20210107;163000;1610033400;206.662
20210107;164500;1610034300;213.577
20210107;170000;1610035200;114.649
20210107;171500;1610036100;190.407
20210107;173000;1610037000;357.316
20210107;174500;1610037900;320.148
20210107;180000;1610038800;252.651
20210107;181500;1610039700;247.178
20210107;183000;1610040600;375.053
20210107;184500;1610041500;258.988
20210107;190000;1610042400;308.335
20210107;191500;1610043300;319.25
20210107;193000;1610044200;291.284
20210107;194500;1610045100;234.534
20210107;200000;1610046000;334.807
20210107;201500;1610046900;278.72
20210107;203000;1610047800;420.434
20210107;204500;1610048700;378.728
20210107;210000;1610049600;429.994
20210107;211500;1610050500;425.362
20210107;213000;1610051400;528.861
20210107;214500;1610052300;390.711
20210107;220000;1610053200;385.218
20210107;221500;1610054100;393.66
20210107;223000;1610055000;211.407
20210107;224500;1610055900;114.737
20210107;230000;1610056800;217.707
20210107;231500;1610057700;475.364
20210107;233000;1610058600;116.316
20210107;234500;1610059500;114.869
20210108;000000;1610060400;273.538
20210108;001500;1610061300;225.337
20210108;003000;1610062200;114.772
20210108;004500;1610063100;114.766
20210108;010000;1610064000;229.408
20210108;011500;1610064900;260.154
20210108;013000;1610065800;115.128
20210108;014500;1610066700;150.495
20210108;020000;1610067600;181.456
20210108;021500;1610068500;232.877
20210108;023000;1610069400;153.304
20210108;024500;1610070300;159.986
20210108;030000;1610071200;165.281
20210108;031500;1610072100;241.1
20210108;033000;1610073000;353.208
20210108;034500;1610073900;291.997
20210108;040000;1610074800;279.626
20210108;041500;1610075700;115.477
20210108;043000;1610076600;258.966
20210108;044500;1610077500;132.108
20210108;050000;1610078400;212.154
20210108;051500;1610079300;115.74
20210108;053000;1610080200;253.139
20210108;054500;1610081100;343.21
20210108;060000;1610082000;332.147
20210108;061500;1610082900;236.069
20210108;063000;1610083800;245.901
20210108;064500;1610084700;384.234
20210108;070000;1610085600;281.333
20210108;071500;1610086500;283.911
20210108;073000;1610087400;235.492
20210108;074500;1610088300;285.983
20210108;080000;1610089200;197.346
20210108;081500;1610090100;207.517
20210108;083000;1610091000;115.443
20210108;084500;1610091900;115.501
20210108;090000;1610092800;245.965
20210108;091500;1610093700;224.819
20210108;093000;1610094600;137.931
20210108;094500;1610095500;115.678
20210108;100000;1610096400;145.307
20210108;101500;1610097300;253.337
20210108;103000;1610098200;216.958
20210108;104500;1610099100;115.934
20210108;110000;1610100000;115.776
20210108;111500;1610100900;199.618
20210108;113000;1610101800;297.036
20210108;114500;1610102700;115.788
20210108;120000;1610103600;115.656
20210108;121500;1610104500;171.959
20210108;123000;1610105400;283.11
20210108;124500;1610106300;149.245
20210108;130000;1610107200;115.692
20210108;131500;1610108100;115.774
20210108;133000;1610109000;273.07
20210108;134500;1610109900;216.379
20210108;140000;1610110800;115.617
20210108;141500;1610111700;115.606
20210108;143000;1610112600;181.211
20210108;144500;1610113500;314.655
20210108;150000;1610114400;115.509
20210108;151500;1610115300;115.722
20210108;153000;1610116200;148.011
20210108;154500;1610117100;325.959
20210108;160000;1610118000;128.653
20210108;161500;1610118900;115.454
20210108;163000;1610119800;126.229
20210108;164500;1610120700;492.459
20210108;170000;1610121600;413.567
20210108;171500;1610122500;251.273
20210108;173000;1610123400;200.107
20210108;174500;1610124300;294.114
20210108;180000;1610125200;401.705
20210108;181500;1610126100;379.467
20210108;183000;1610127000;418.54
20210108;184500;1610127900;382.989
20210108;190000;1610128800;304.088
20210108;191500;1610129700;266.462
20210108;193000;1610130600;235.277
20210108;194500;1610131500;378.186
20210108;200000;1610132400;251.382
20210108;201500;1610133300;330.626
20210108;203000;1610134200;293.778
20210108;204500;1610135100;333.699
20210108;210000;1610136000;235.4
20210108;211500;1610136900;349.622
20210108;213000;1610137800;353.174
20210108;214500;1610138700;235.49
20210108;220000;1610139600;235.435
20210108;221500;1610140500;338.645
20210108;223000;1610141400;476.437
20210108;224500;1610142300;257.768
20210108;230000;1610143200;343.255
20210108;231500;1610144100;213.343
20210108;233000;1610145000;262.696
20210108;234500;1610145900;115.319
20210109;000000;1610146800;200.819
20210109;001500;1610147700;131.861
20210109;003000;1610148600;231.873
20210109;004500;1610149500;155.293
20210109;010000;1610150400;217.326
20210109;011500;1610151300;115.306
20210109;013000;1610152200;181.642
20210109;014500;1610153100;209.774
20210109;020000;1610154000;210.524
20210109;021500;1610154900;115.269
20210109;023000;1610155800;117.335
20210109;024500;1610156700;257.158
20210109;030000;1610157600;228.653
20210109;031500;1610158500;115.086
20210109;033000;1610159400;115.14
20210109;034500;1610160300;169.453
20210109;040000;1610161200;320.847
20210109;041500;1610162100;115.259
20210109;043000;1610163000;115.201
20210109;044500;1610163900;124.6
20210109;050000;1610164800;323.597
20210109;051500;1610165700;154.969
20210109;053000;1610166600;115.38
20210109;054500;1610167500;119.59
20210109;060000;1610168400;197.384
20210109;061500;1610169300;292.981
20210109;063000;1610170200;116.076
20210109;064500;1610171100;126.101
20210109;070000;1610172000;122.137
20210109;071500;1610172900;331.773
20210109;073000;1610173800;156.708
20210109;074500;1610174700;115.16
20210109;080000;1610175600;115.137
20210109;081500;1610176500;168.17
20210109;083000;1610177400;324.867
20210109;084500;1610178300;115.162
20210109;090000;1610179200;115
20210109;091500;1610180100;115.253
20210109;093000;1610181000;298.461
20210109;094500;1610181900;199.119
20210109;100000;1610182800;115.109
20210109;101500;1610183700;115.138
20210109;103000;1610184600;357.465
20210109;104500;1610185500;497.892
20210109;110000;1610186400;234.109
20210109;111500;1610187300;115.11
20210109;113000;1610188200;133.144
20210109;114500;1610189100;327.459
20210109;120000;1610190000;142.623
20210109;121500;1610190900;114.946
20210109;123000;1610191800;120.137
20210109;124500;1610192700;289.614
20210109;130000;1610193600;221.597
20210109;131500;1610194500;124.87
20210109;133000;1610195400;114.981
20210109;134500;1610196300;235.59
20210109;140000;1610197200;256.346
20210109;141500;1610198100;114.897
20210109;143000;1610199000;115.034
20210109;144500;1610199900;162.184
20210109;150000;1610200800;320.202
