#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.;;;;
#file_info: --- Simulated load profile with synPRO --- number of occupants: 2 --- socioeconomic factor: MFHkl --- climate region: TRY2010_6_Jahr.dat --- total energy demand: 209.394846925184 ---  Building TypeMFH_2 ---  --- For more information contact our synPRO team oc-synpro@ise.fraunhofer.de;;;;
#timestep_sec: 900;;;;
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;Q_htg;W;power;heating demand for space heating
#005;t_room;°C;temperature;room temperature
#006;t_amb;°C;temperature;ambient temperature
#007;heating_on;-;-;value, which provides under-use of the heating temperature limit and the average outdoor temperature, the starting and shutdown signal for the heating system
#008;P_pvn;W/Wp;specific power;specific power of an PV-plant, which has an optimal slope and oriented to south
#simulated building;MFH_2;;;
#set point temperature heating day [°C];21;;;
#set point temperature heating night [°C];17;;;
#set point temperature cooling [°C];26;;;
#orientation of the building [°];0;;;
#climate region;TRY2010_6_Jahr.dat;;;
#number of houses;1;;;
#number of apartments;4;;;
#number of occupants;9;;;
#working pattern;MFHkl;;;
#specific heating load;151;kWh/m²;;
YYYYMMDD;hhmmss;unixtimestamp;Q_htg;
20210103;41500;1609643700;5651.72816722802;
20210103;43000;1609644600;5827.69963817508;
20210103;44500;1609645500;6003.67110912214;
20210103;50000;1609646400;6179.6425800692;
20210103;51500;1609647300;6238.08548037368;
20210103;53000;1609648200;6296.52838067817;
20210103;54500;1609649100;6354.97128098266;
20210103;60000;1609650000;6413.41418128714;
20210103;61500;1609650900;9310.20282722773;
20210103;63000;1609651800;12206.9914731683;
20210103;64500;1609652700;15103.7801191089;
20210103;70000;1609653600;18000.5687650495;
20210103;71500;1609654500;17377.4138939401;
20210103;73000;1609655400;16754.2590228308;
20210103;74500;1609656300;16131.1041517214;
20210103;80000;1609657200;15507.949280612;
20210103;81500;1609658100;14966.9643879345;
20210103;83000;1609659000;14425.979495257;
20210103;84500;1609659900;13884.9946025795;
20210103;90000;1609660800;13344.009709902;
20210103;91500;1609661700;12961.3735578009;
20210103;93000;1609662600;12578.7374056997;
20210103;94500;1609663500;12196.1012535986;
20210103;100000;1609664400;11813.4651014975;
20210103;101500;1609665300;11469.6918967951;
20210103;103000;1609666200;11125.9186920928;
20210103;104500;1609667100;10782.1454873905;
20210103;110000;1609668000;10438.3722826882;
20210103;111500;1609668900;10302.9515601053;
20210103;113000;1609669800;10167.5308375223;
20210103;114500;1609670700;10032.1101149394;
20210103;120000;1609671600;9896.68939235647;
20210103;121500;1609672500;9733.85301951885;
20210103;123000;1609673400;9571.01664668123;
20210103;124500;1609674300;9408.18027384361;
20210103;130000;1609675200;9245.343901006;
20210103;131500;1609676100;9286.79705180404;
20210103;133000;1609677000;9328.25020260208;
20210103;134500;1609677900;9369.70335340012;
20210103;140000;1609678800;9411.15650419816;
20210103;141500;1609679700;9508.38050331889;
20210103;143000;1609680600;9605.60450243963;
20210103;144500;1609681500;9702.82850156036;
20210103;150000;1609682400;9800.0525006811;
20210103;151500;1609683300;9731.51613645222;
20210103;153000;1609684200;9662.97977222334;
20210103;154500;1609685100;9594.44340799446;
20210103;160000;1609686000;9525.90704376558;
20210103;161500;1609686900;9647.96204164251;
20210103;163000;1609687800;9770.01703951945;
20210103;164500;1609688700;9892.07203739639;
20210103;170000;1609689600;10014.1270352733;
20210103;171500;1609690500;9858.43490317794;
20210103;173000;1609691400;9702.74277108255;
20210103;174500;1609692300;9547.05063898717;
20210103;180000;1609693200;9391.35850689178;
20210103;181500;1609694100;9448.42564780293;
20210103;183000;1609695000;9505.49278871407;
20210103;184500;1609695900;9562.55992962521;
20210103;190000;1609696800;9619.62707053635;
20210103;191500;1609697700;9792.41444112768;
20210103;193000;1609698600;9965.20181171901;
20210103;194500;1609699500;10137.9891823103;
20210103;200000;1609700400;10310.7765529017;
20210103;201500;1609701300;10275.7328349538;
20210103;203000;1609702200;10240.6891170059;
20210103;204500;1609703100;10205.645399058;
20210103;210000;1609704000;10170.6016811101;
20210103;211500;1609704900;10401.8961328454;
20210103;213000;1609705800;10633.1905845806;
20210103;214500;1609706700;10864.4850363159;
20210103;220000;1609707600;11095.7794880512;
20210103;221500;1609708500;8418.8156169992;
20210103;223000;1609709400;5741.85174594717;
20210103;224500;1609710300;3064.88787489514;
20210103;230000;1609711200;387.924003843113;
20210103;231500;1609712100;1142.31322568058;
20210103;233000;1609713000;1896.70244751805;
20210103;234500;1609713900;2651.09166935551;
20210104;0;1609714800;3405.48089119298;
20210104;1500;1609715700;3858.53687641057;
20210104;3000;1609716600;4311.59286162816;
20210104;4500;1609717500;4764.64884684576;
20210104;10000;1609718400;5217.70483206335;
20210104;11500;1609719300;5524.20768480498;
20210104;13000;1609720200;5830.7105375466;
20210104;14500;1609721100;6137.21339028823;
20210104;20000;1609722000;6443.71624302985;
20210104;21500;1609722900;6662.81455175144;
20210104;23000;1609723800;6881.91286047303;
20210104;24500;1609724700;7101.01116919462;
20210104;30000;1609725600;7320.10947791621;
20210104;31500;1609726500;7473.47538733558;
20210104;33000;1609727400;7626.84129675496;
20210104;34500;1609728300;7780.20720617434;
20210104;40000;1609729200;7933.57311559371;
20210104;41500;1609730100;7997.30946571568;
20210104;43000;1609731000;8061.04581583764;
20210104;44500;1609731900;8124.7821659596;
20210104;50000;1609732800;8188.51851608156;
20210104;51500;1609733700;8197.0105491112;
20210104;53000;1609734600;8205.50258214083;
20210104;54500;1609735500;8213.99461517047;
20210104;60000;1609736400;8222.4866482001;
20210104;61500;1609737300;11019.7118374218;
20210104;63000;1609738200;13816.9370266434;
20210104;64500;1609739100;16614.1622158651;
20210104;70000;1609740000;19411.3874050867;
20210104;71500;1609740900;18765.7137906407;
20210104;73000;1609741800;18120.0401761947;
20210104;74500;1609742700;17474.3665617486;
20210104;80000;1609743600;16828.6929473026;
20210104;81500;1609744500;16388.2755738527;
20210104;83000;1609745400;15947.8582004029;
20210104;84500;1609746300;15507.440826953;
20210104;90000;1609747200;15067.0234535032;
20210104;91500;1609748100;14727.1042005036;
20210104;93000;1609749000;14387.184947504;
20210104;94500;1609749900;14047.2656945043;
20210104;100000;1609750800;13707.3464415047;
20210104;101500;1609751700;13306.3056504756;
20210104;103000;1609752600;12905.2648594465;
20210104;104500;1609753500;12504.2240684174;
20210104;110000;1609754400;12103.1832773883;
20210104;111500;1609755300;12027.3374930588;
20210104;113000;1609756200;11951.4917087294;
20210104;114500;1609757100;11875.6459243999;
20210104;120000;1609758000;11799.8001400704;
20210104;121500;1609758900;11734.0037302239;
20210104;123000;1609759800;11668.2073203773;
20210104;124500;1609760700;11602.4109105307;
20210104;130000;1609761600;11536.6145006842;
20210104;131500;1609762500;11417.1886564908;
20210104;133000;1609763400;11297.7628122975;
20210104;134500;1609764300;11178.3369681042;
20210104;140000;1609765200;11058.9111239109;
20210104;141500;1609766100;10931.265446493;
20210104;143000;1609767000;10803.6197690751;
20210104;144500;1609767900;10675.9740916573;
20210104;150000;1609768800;10548.3284142394;
20210104;151500;1609769700;10436.8408706449;
20210104;153000;1609770600;10325.3533270504;
20210104;154500;1609771500;10213.8657834559;
20210104;160000;1609772400;10102.3782398613;
20210104;161500;1609773300;9960.27177853041;
20210104;163000;1609774200;9818.16531719949;
20210104;164500;1609775100;9676.05885586858;
20210104;170000;1609776000;9533.95239453766;
20210104;171500;1609776900;9462.28577129935;
20210104;173000;1609777800;9390.61914806104;
20210104;174500;1609778700;9318.95252482273;
20210104;180000;1609779600;9247.28590158443;
20210104;181500;1609780500;9165.4674205638;
20210104;183000;1609781400;9083.64893954318;
20210104;184500;1609782300;9001.83045852256;
20210104;190000;1609783200;8920.01197750194;
20210104;191500;1609784100;8863.39667519015;
20210104;193000;1609785000;8806.78137287835;
20210104;194500;1609785900;8750.16607056656;
20210104;200000;1609786800;8693.55076825477;
20210104;201500;1609787700;8798.65907004812;
20210104;203000;1609788600;8903.76737184147;
20210104;204500;1609789500;9008.87567363482;
20210104;210000;1609790400;9113.98397542817;
20210104;211500;1609791300;9033.36334829133;
20210104;213000;1609792200;8952.74272115449;
20210104;214500;1609793100;8872.12209401765;
20210104;220000;1609794000;8791.50146688081;
20210104;221500;1609794900;6593.6261001606;
20210104;223000;1609795800;4395.7507334404;
20210104;224500;1609796700;2197.8753667202;
20210104;230000;1609797600;0;
20210104;231500;1609798500;221.51730806853;
20210104;233000;1609799400;443.03461613706;
20210104;234500;1609800300;664.551924205589;
20210105;0;1609801200;886.069232274119;
20210105;1500;1609802100;1432.77455169525;
20210105;3000;1609803000;1979.47987111637;
20210105;4500;1609803900;2526.1851905375;
20210105;10000;1609804800;3072.89050995862;
20210105;11500;1609805700;3441.72702510978;
20210105;13000;1609806600;3810.56354026093;
20210105;14500;1609807500;4179.40005541209;
20210105;20000;1609808400;4548.23657056324;
20210105;21500;1609809300;4809.93335027418;
20210105;23000;1609810200;5071.63012998513;
20210105;24500;1609811100;5333.32690969607;
20210105;30000;1609812000;5595.02368940701;
20210105;31500;1609812900;5755.40688262054;
20210105;33000;1609813800;5915.79007583407;
20210105;34500;1609814700;6076.17326904759;
20210105;40000;1609815600;6236.55646226112;
20210105;41500;1609816500;6327.53759603901;
20210105;43000;1609817400;6418.51872981689;
20210105;44500;1609818300;6509.49986359478;
20210105;50000;1609819200;6600.48099737266;
20210105;51500;1609820100;6561.88730270653;
20210105;53000;1609821000;6523.29360804039;
20210105;54500;1609821900;6484.69991337426;
20210105;60000;1609822800;6446.10621870813;
20210105;61500;1609823700;9309.37081570708;
20210105;63000;1609824600;12172.635412706;
20210105;64500;1609825500;15035.900009705;
20210105;70000;1609826400;17899.1646067039;
20210105;71500;1609827300;17188.9726203322;
20210105;73000;1609828200;16478.7806339604;
20210105;74500;1609829100;15768.5886475886;
20210105;80000;1609830000;15058.3966612168;
20210105;81500;1609830900;14466.8470847959;
20210105;83000;1609831800;13875.297508375;
20210105;84500;1609832700;13283.7479319541;
20210105;90000;1609833600;12692.1983555332;
20210105;91500;1609834500;12471.9197335142;
20210105;93000;1609835400;12251.6411114952;
20210105;94500;1609836300;12031.3624894762;
20210105;100000;1609837200;11811.0838674572;
20210105;101500;1609838100;11487.9836531447;
20210105;103000;1609839000;11164.8834388322;
20210105;104500;1609839900;10841.7832245197;
20210105;110000;1609840800;10518.6830102073;
20210105;111500;1609841700;10380.0942287877;
20210105;113000;1609842600;10241.5054473682;
20210105;114500;1609843500;10102.9166659487;
20210105;120000;1609844400;9964.32788452913;
20210105;121500;1609845300;9754.03672892491;
20210105;123000;1609846200;9543.74557332069;
20210105;124500;1609847100;9333.45441771647;
20210105;130000;1609848000;9123.16326211225;
20210105;131500;1609848900;9028.73568952031;
20210105;133000;1609849800;8934.30811692837;
20210105;134500;1609850700;8839.88054433642;
20210105;140000;1609851600;8745.45297174448;
20210105;141500;1609852500;8688.71616406359;
20210105;143000;1609853400;8631.9793563827;
20210105;144500;1609854300;8575.24254870182;
20210105;150000;1609855200;8518.50574102093;
20210105;151500;1609856100;8372.4276920749;
20210105;153000;1609857000;8226.34964312886;
20210105;154500;1609857900;8080.27159418283;
20210105;160000;1609858800;7934.1935452368;
20210105;161500;1609859700;7929.20909214975;
20210105;163000;1609860600;7924.22463906271;
20210105;164500;1609861500;7919.24018597566;
20210105;170000;1609862400;7914.25573288861;
20210105;171500;1609863300;7793.20632488221;
20210105;173000;1609864200;7672.15691687581;
20210105;174500;1609865100;7551.1075088694;
20210105;180000;1609866000;7430.058100863;
20210105;181500;1609866900;7306.39959152117;
20210105;183000;1609867800;7182.74108217934;
20210105;184500;1609868700;7059.0825728375;
20210105;190000;1609869600;6935.42406349567;
20210105;191500;1609870500;6684.33799721098;
20210105;193000;1609871400;6433.25193092629;
20210105;194500;1609872300;6182.1658646416;
20210105;200000;1609873200;5931.07979835691;
20210105;201500;1609874100;5794.18074711177;
20210105;203000;1609875000;5657.28169586664;
20210105;204500;1609875900;5520.38264462151;
20210105;210000;1609876800;5383.48359337637;
20210105;211500;1609877700;5605.00013877149;
20210105;213000;1609878600;5826.51668416662;
20210105;214500;1609879500;6048.03322956174;
20210105;220000;1609880400;6269.54977495686;
20210105;221500;1609881300;4702.16233121765;
20210105;223000;1609882200;3134.77488747843;
20210105;224500;1609883100;1567.38744373922;
20210105;230000;1609884000;0;
20210105;231500;1609884900;0;
20210105;233000;1609885800;0;
20210105;234500;1609886700;0;
20210106;0;1609887600;0;
20210106;1500;1609888500;0;
20210106;3000;1609889400;0;
20210106;4500;1609890300;0;
20210106;10000;1609891200;0;
20210106;11500;1609892100;158.609756518387;
20210106;13000;1609893000;317.219513036774;
20210106;14500;1609893900;475.829269555162;
20210106;20000;1609894800;634.439026073549;
20210106;21500;1609895700;948.651016806934;
20210106;23000;1609896600;1262.86300754032;
20210106;24500;1609897500;1577.0749982737;
20210106;30000;1609898400;1891.28698900709;
20210106;31500;1609899300;2134.93269494321;
20210106;33000;1609900200;2378.57840087932;
20210106;34500;1609901100;2622.22410681544;
20210106;40000;1609902000;2865.86981275156;
20210106;41500;1609902900;3077.42568325366;
20210106;43000;1609903800;3288.98155375576;
20210106;44500;1609904700;3500.53742425787;
20210106;50000;1609905600;3712.09329475997;
20210106;51500;1609906500;4116.17422472948;
20210106;53000;1609907400;4520.25515469899;
20210106;54500;1609908300;4924.33608466851;
20210106;60000;1609909200;5328.41701463802;
20210106;61500;1609910100;8335.82290884721;
20210106;63000;1609911000;11343.2288030564;
20210106;64500;1609911900;14350.6346972656;
20210106;70000;1609912800;17358.0405914748;
20210106;71500;1609913700;16714.9527422348;
20210106;73000;1609914600;16071.8648929949;
20210106;74500;1609915500;15428.7770437549;
20210106;80000;1609916400;14785.6891945149;
20210106;81500;1609917300;14258.1088827182;
20210106;83000;1609918200;13730.5285709215;
20210106;84500;1609919100;13202.9482591249;
20210106;90000;1609920000;12675.3679473282;
20210106;91500;1609920900;12212.6578995912;
20210106;93000;1609921800;11749.9478518542;
20210106;94500;1609922700;11287.2378041172;
20210106;100000;1609923600;10824.5277563802;
20210106;101500;1609924500;10656.0235031195;
20210106;103000;1609925400;10487.5192498588;
20210106;104500;1609926300;10319.0149965981;
20210106;110000;1609927200;10150.5107433374;
20210106;111500;1609928100;9973.37123606542;
20210106;113000;1609929000;9796.23172879344;
20210106;114500;1609929900;9619.09222152147;
20210106;120000;1609930800;9441.95271424949;
20210106;121500;1609931700;9290.28600071248;
20210106;123000;1609932600;9138.61928717546;
20210106;124500;1609933500;8986.95257363845;
20210106;130000;1609934400;8835.28586010144;
20210106;131500;1609935300;8828.99490730186;
20210106;133000;1609936200;8822.70395450228;
20210106;134500;1609937100;8816.4130017027;
20210106;140000;1609938000;8810.12204890312;
20210106;141500;1609938900;8804.98003656472;
20210106;143000;1609939800;8799.83802422633;
20210106;144500;1609940700;8794.69601188793;
20210106;150000;1609941600;8789.55399954953;
20210106;151500;1609942500;8725.83407140895;
20210106;153000;1609943400;8662.11414326836;
20210106;154500;1609944300;8598.39421512777;
20210106;160000;1609945200;8534.67428698718;
20210106;161500;1609946100;8591.31296448818;
20210106;163000;1609947000;8647.95164198918;
20210106;164500;1609947900;8704.59031949017;
20210106;170000;1609948800;8761.22899699117;
20210106;171500;1609949700;8673.46681464635;
20210106;173000;1609950600;8585.70463230154;
20210106;174500;1609951500;8497.94244995672;
20210106;180000;1609952400;8410.18026761191;
20210106;181500;1609953300;8422.24856364369;
20210106;183000;1609954200;8434.31685967547;
20210106;184500;1609955100;8446.38515570726;
20210106;190000;1609956000;8458.45345173904;
20210106;191500;1609956900;8532.27631242696;
20210106;193000;1609957800;8606.09917311489;
20210106;194500;1609958700;8679.92203380281;
20210106;200000;1609959600;8753.74489449074;
20210106;201500;1609960500;8690.85551563303;
20210106;203000;1609961400;8627.96613677532;
20210106;204500;1609962300;8565.07675791761;
20210106;210000;1609963200;8502.1873790599;
20210106;211500;1609964100;8563.26426271002;
20210106;213000;1609965000;8624.34114636014;
20210106;214500;1609965900;8685.41803001027;
20210106;220000;1609966800;8746.49491366039;
20210106;221500;1609967700;6559.87118524529;
20210106;223000;1609968600;4373.24745683019;
20210106;224500;1609969500;2186.6237284151;
20210106;230000;1609970400;0;
20210106;231500;1609971300;194.77201061626;
20210106;233000;1609972200;389.54402123252;
20210106;234500;1609973100;584.31603184878;
20210107;0;1609974000;779.08804246504;
20210107;1500;1609974900;1382.50780722211;
20210107;3000;1609975800;1985.92757197918;
20210107;4500;1609976700;2589.34733673625;
20210107;10000;1609977600;3192.76710149333;
20210107;11500;1609978500;3604.4542386522;
20210107;13000;1609979400;4016.14137581107;
20210107;14500;1609980300;4427.82851296994;
20210107;20000;1609981200;4839.51565012881;
20210107;21500;1609982100;5136.60540501392;
20210107;23000;1609983000;5433.69515989904;
20210107;24500;1609983900;5730.78491478416;
20210107;30000;1609984800;6027.87466966928;
20210107;31500;1609985700;6213.3982972941;
20210107;33000;1609986600;6398.92192491892;
20210107;34500;1609987500;6584.44555254375;
20210107;40000;1609988400;6769.96918016857;
20210107;41500;1609989300;6821.90810502464;
20210107;43000;1609990200;6873.84702988072;
20210107;44500;1609991100;6925.78595473679;
20210107;50000;1609992000;6977.72487959286;
20210107;51500;1609992900;7067.68068059114;
20210107;53000;1609993800;7157.63648158943;
20210107;54500;1609994700;7247.59228258772;
20210107;60000;1609995600;7337.548083586;
20210107;61500;1609996500;10246.1948325424;
20210107;63000;1609997400;13154.8415814989;
20210107;64500;1609998300;16063.4883304553;
